Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name
Netherlands,,Meermin,"Hogerzeijl, Martinus Bruijn"
Netherlands,,Meermin,"Hogerzeijl, Martinus Bruijn"
Netherlands,1773-02-01T00:00:00Z,Meermin,"Hogerzeijl, Martinus Bruijn"
Netherlands,,Meermin,"Hogerzeijl, Martinus Bruijn"
Netherlands,1793-01-04T00:00:00Z,Meeuw,"Andriessen, Christiaan"
Netherlands,,Meliskerk,"Taylor, Rokus Jacobus"
Netherlands,,Meliskerk,"Bredem, Carel"
Netherlands,,Meliskerk,"Moor, Pieter de"
Netherlands,1754-07-10T00:00:00Z,Mercurius,"Stam, Maarten"
Netherlands,,Middagten,"Sterk, Cornelis"
Netherlands,,Moscovise Galei,"Daniels, Abraham"
Netherlands,,Moscovise Galei,"Daniels, Abraham"
Netherlands,,Moscovise Galei,"Daniels, Abraham"
Netherlands,,Moscovise Galei,"Daniels, Abraham"
Netherlands,,Middelburgs Welvaren,"Gerritsen, Jacob"
Netherlands,,Middelburgs Welvaren,"Kerkhoven, Jan van"
Netherlands,1755-09-22T00:00:00Z,Middelburgs Welvaren,"Kerkhoven, Jan van"
Netherlands,1757-05-25T00:00:00Z,Middelburgs Welvaren,"Mulders, David"
Netherlands,1759-04-09T00:00:00Z,Middelburgs Welvaren,"Mulders, David"
Netherlands,1761-08-26T00:00:00Z,Middelburgs Welvaren,"Mulders, David"
Netherlands,1763-04-09T00:00:00Z,Middelburgs Welvaren,"Husson, Jacobus"
Netherlands,,Nehalenia,"Kerkhoven, Jan van"
Netherlands,,Nehalenia,"Kerkhoven, Jan van"
Netherlands,,Nehalenia,"Mathijsen, C"
Netherlands,,Neptunus,"Swart, Jan"
Netherlands,,Neptunus,"Velde, Daniel de"
Netherlands,,Neptunus,"Swart, Jan"
Netherlands,1743-03-01T00:00:00Z,Neptunus,"Swart, Jan"
Netherlands,1744-08-15T00:00:00Z,Neptunus,"Swart, Jan"
Netherlands,,Neptunus,"Moor, Pieter de"
Netherlands,,Neptunus,"Solomi, David"
Netherlands,,Neptunus,"Outjes, Jochem"
Netherlands,1747-07-13T00:00:00Z,Neptunus,"Harmensz, Jan Hendrik"
Netherlands,1747-07-13T00:00:00Z,Neptunus,"Dahlboom, Olaus"
Netherlands,,Neptunus,"Bollaard, Hermanus"
Netherlands,,Neptunus,"Bollaard, Hermanus"
Netherlands,,Neptunus,"Bollaard, Hermanus"
Netherlands,,Neptunus,"Bollaard, Hermanus"
Netherlands,1785-10-18T00:00:00Z,Neptunus,"Vervenne, Cornelis"
Netherlands,,Neptunus,"Solomi, David"
Netherlands,,Nicolaas,"Hollen, Jacobus"
Netherlands,,Nicolaas,"Bruijn, Arend"
Netherlands,,Nicolaas,"Bruijn, Arend"
Netherlands,,Nicolaas,"Bruijn, Arend"
Netherlands,,Nicolaas,"Groef, Magnus"
Netherlands,,Nicolaas,"Groef, Magnus"
Netherlands,,Nicolaas,"Groef, Magnus"
Netherlands,,Nicolaas,"Claasen, Mathijs"
Netherlands,,Nicolaas,"Pekroen, Adam"
Netherlands,,Nicolaas,"Pekroen, Adam"
Netherlands,1780-04-19T00:00:00Z,Jonge Nicolaas Jan,"Reichert, Frans"
Netherlands,1784-09-20T00:00:00Z,Jonge Nicolaas Jan,"Magnus, Carel"
Netherlands,,Nicolaas Theodorus,"Verdonk, Philippus"
Netherlands,1772-01-31T00:00:00Z,Nicolaas Theodorus,"Verdonk, Philippus"
Netherlands,1772-01-31T00:00:00Z,Nicolaas Theodorus,"Krummhousen, Salomon"
Netherlands,1772-01-31T00:00:00Z,Nicolaas Theodorus,"Dupont, David"
Netherlands,1763-03-20T00:00:00Z,Nieuwe Hoop,"Mulders, David"
Netherlands,1765-03-18T00:00:00Z,Nieuwe Hoop,"Mulders, David"
Netherlands,1767-09-17T00:00:00Z,Nieuwe Hoop,"Bouque, Jacob"
Netherlands,1769-05-22T00:00:00Z,Nieuwe Hoop,"Bouque, Jacob"
Netherlands,1771-01-14T00:00:00Z,Nieuwe Hoop,"Wilton, Jan"
Netherlands,1773-09-06T00:00:00Z,Nieuwe Hoop,"Wilton, Jan"
Netherlands,1776-05-23T00:00:00Z,Nieuwe Hoop,"Wilton, Jan"
Netherlands,1779-11-05T00:00:00Z,Nieuwe Hoop,"Goodwill, Robert"
Netherlands,1785-02-16T00:00:00Z,Nieuwe Hoop,"Loef, Cornelis"
Netherlands,1785-02-16T00:00:00Z,Nieuwe Hoop,"Sap, Claas"
Netherlands,1790-04-21T00:00:00Z,Nieuwe Hoop,"Dijker, Willem"
Netherlands,1772-10-23T00:00:00Z,Nooitgedacht,"Bevers, Anthony"
Netherlands,1788-05-21T00:00:00Z,Johan van Oldenbarneveld,"Dijker, Willem"
Netherlands,1795-05-15T00:00:00Z,Oosterstax,"Kaas, Willem"
Netherlands,,Oranje Galei,"Sterk, Evert"
Netherlands,,Oud Domburg,"Galle, Jan"
Netherlands,,Oud Domburg,"Bremer, Carel"
Netherlands,1749-07-15T00:00:00Z,Ouderkerk,"Groot, Michiel de"
Netherlands,1758-07-26T00:00:00Z,Ouderkerk,"Parre, Pieter van der"
Netherlands,1758-07-26T00:00:00Z,Ouderkerk,"Dahlboom, Claas"
Netherlands,,Oudhuizen,"Meegem, Pieter"
Netherlands,,Oudhuizen,"Meegem, Pieter"
Netherlands,,Paulus,"Belendorp, Jacob"
Netherlands,1790-04-24T00:00:00Z,Pelicaan,"Kans, Willem"
Netherlands,,Petronella Cecilia,"Wolf, Conraad de"
Netherlands,,Petronella Cecilia,
Netherlands,,Petronella Cecilia,"Wolf, C de"
Netherlands,,Petronella Cecilia,
Netherlands,,Petronella Cecilia,
Netherlands,,Petronella Cecilia,"Wolf, J"
Netherlands,1753-10-27T00:00:00Z,Philadelphia,"Menkenveld, Jan"
Netherlands,1755-05-24T00:00:00Z,Philadelphia,"Menkenveld, Jan"
Netherlands,1757-04-07T00:00:00Z,Philadelphia,"Menkenveld, Jan"
Netherlands,1759-01-19T00:00:00Z,Philadelphia,"Menkenveld, Jan"
Netherlands,1760-10-06T00:00:00Z,Philadelphia,"Menkenveld, Jan"
Netherlands,1762-11-13T00:00:00Z,Philadelphia,"Wolf, Frans"
Netherlands,1762-11-13T00:00:00Z,Philadelphia,"Verdonk, Philippus"
Netherlands,1764-08-20T00:00:00Z,Philadelphia,"Verdonk, Philippus"
Netherlands,1794-06-23T00:00:00Z,Phenix,"Schoeman, Frederik"
Netherlands,,Prinses Royaal,"Vos, Jan de"
Netherlands,,Prinses Royaal,"Vos, Jan de"
Netherlands,,Prinses Royaal,"Vos, Jan de"
Netherlands,,Prinses Royaal,"Rietveld, Dirk"
Netherlands,,Prinses Royaal,"Valk, Barend de"
Netherlands,,Prinses Royaal,"Valk, Barend de"
Netherlands,,Prins Willem,"Macquee, Mattheus"
Netherlands,,Prins Willem,"Bovel, Michiel"
Netherlands,,Prins Willem (a) Prins van Oranje,
Netherlands,,Prins Willem,"Bovel, Michiel Pieter"
Netherlands,1752-08-25T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1754-03-15T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1755-12-25T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1757-11-29T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1759-11-28T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1761-10-31T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1763-08-17T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1765-12-20T00:00:00Z,Prins Willem de Vijfde,"Jacobse, Adriaan"
Netherlands,1768-03-18T00:00:00Z,Prins Willem de Vijfde,"Pietersen, Cornelis"
Netherlands,1770-03-02T00:00:00Z,Prins Willem de Vijfde,"Pietersen, Cornelis"
Netherlands,1770-03-02T00:00:00Z,Prins Willem de Vijfde,"Loef, Cornelis"
Netherlands,1772-06-13T00:00:00Z,Prins Willem de Vijfde,"Loef, Cornelis"
Netherlands,1762-05-02T00:00:00Z,Publicola,"Bel, Jacob van"
Netherlands,1764-10-26T00:00:00Z,Publicola,"Bel, Jacob van"
Netherlands,,Publicola,"Bel, Jacob van"
Netherlands,,Publicola,"Bel, Jacob van"
Netherlands,,Raadhuis van Middelburg,"Jol, David"
Netherlands,1743-02-18T00:00:00Z,Raadhuis van Middelburg,"Jol, David"
Netherlands,,Ramsburg,"Bruijn, Michiel"
Netherlands,,Ramsburg,
Netherlands,,Ramsburg,"Bruijn, Michiel"
Netherlands,,Ramsburg,"Bruijn, Michiel"
Netherlands,,Ramsburg,"Goosen, F"
Netherlands,,Rebecca,"Baarts, Jan"
Netherlands,,Resolutie,"Ridder, Jan de"
Netherlands,,Rotterdam,"Fraser, David"
Netherlands,,Rusthof,"Cornelissen, J"
Netherlands,1773-09-26T00:00:00Z,Sara Henrietta,"Santleven, Hendrik"
Netherlands,1773-09-26T00:00:00Z,Sara Henrietta,"Kakom, Adriaan van"
Netherlands,,Sara Henrietta,"Rudolfus, S"
Netherlands,,Sara Henrietta,"Eijndlijk, E"
Netherlands,,Sara Maria,"Grim, Jan"
Netherlands,1780-03-26T00:00:00Z,Sara Maria (a) Eva Maria,"Grim, Jochem"
Netherlands,,Sara Suzanna Maria,"Dankers, Joost"
Netherlands,,Sara Suzanna Maria,"Dankers, Joost"
Netherlands,,Sara Suzanna Maria,"Dankers, Joost"
Netherlands,,Snoek,"Cornelissen, Simon"
Netherlands,,Spreeuwenburg,"Leger, Jan"
Netherlands,,Spreeuwenburg,"Leger, Jan"
Netherlands,,Spreeuwenburg,
Netherlands,1760-12-21T00:00:00Z,Spreeuwenburg,"Leger, Jan"
Netherlands,,Spreeuwenburg,"Leger, Jan"
Netherlands,1764-11-07T00:00:00Z,Spreeuwenburg,"Leger, Jan"
Netherlands,,Spreeuwenburg,"Leger, Jan"
Netherlands,,Spreeuwenburg,"Leger, Jan"
Netherlands,1792-03-05T00:00:00Z,Standvastigheid,"Breedau, Carel"
Netherlands,1803-06-17T00:00:00Z,Standvastigheid,"Silou, Jan Christiaan"
Netherlands,1803-06-17T00:00:00Z,Standvastigheid,"Uding, Hermanus"
Netherlands,1766-10-24T00:00:00Z,Standvastigheid,"Obbe, Sijbrand"
Netherlands,,Surinaamse Galei,"Ridder, Jan de"
Netherlands,,Surinaamse Galei,"Ridder, Jan de"
Netherlands,,Surinaamse Vriendschap,
Netherlands,,Surinaamse Vriendschap,"Lagorde, Andries"
Netherlands,,Surinaamse Vriendschap,"Lagorde, Andries"
Netherlands,,Surinaamse Welvaart,"Ridder, Jan de"
Netherlands,,Surinaamse Welvaart,"Ridder, Jan de"
Netherlands,,Surinaamse Welvaart,"Ridder, Jan de"
Netherlands,,Surinaamse Welvaart,"Gerritsen, Job"
Netherlands,,Surinaamse Welvaart,"Bruijn, Arend"
Netherlands,,Surinaamse Welvaart,"Bruijn, Arend"
Netherlands,,Surinaamse Welvaart,"Bruijn, Arend"
Netherlands,,Surinaamse Welvaart,"Meijster, Hendrik"
Netherlands,,Surinaamse Welvaart,"Meijster, Hendrik"
Netherlands,,Surinaamse Welvaart,"Meijster, Hendrik"
Netherlands,,Surinaamse Welvaart,"Meijster, Hendrik"
Netherlands,,Surinaamse Welvaart,"Meijster, Hendrik"
Netherlands,,Surinaamse Welvaart,"Sluijter, Pieter Hermanus"
Netherlands,,Surinaamse Welvaart,"Sluijter, Pieter Hermanus"
Netherlands,,Surinaamse Welvaart,"Sluijter, Pieter Hermanus"
Netherlands,,Surinaamse Welvaart,"Boon, Jan Jansen"
Netherlands,,Surinaamse Welvaart,"Boon, Jan Jansen"
Netherlands,,Surinaamse Welvaart,"Boon, Jan Jansen"
Netherlands,,Surinaamse Welvaart,"Seijer, Hans"
Netherlands,,Suriname,"Veltz, Christiaan"
Netherlands,1787-11-09T00:00:00Z,Suriname,Lagay
Netherlands,1770-11-17T00:00:00Z,Susanna Helena,"Bourlich, Dirk"
Netherlands,1770-11-17T00:00:00Z,Susanna Helena,"Poolman, Jan"
Netherlands,1770-11-17T00:00:00Z,Susanna Helena,"Egbertse, Egbert"
Netherlands,,Susanna Jacoba,"Maarschalk, Cornelis (a) Marechal"
Netherlands,,Susanna Jacoba,"Maarschalk, Cornelis (a) Marechal"
Netherlands,,Susanna Jacoba,"Maarschalk, Cornelis (a) Marechal"
Netherlands,,Taamen,
Netherlands,,Taamen,"Stelle, Jacob van der"
Netherlands,,Taamen,"Stelle, Jacob van der"
Netherlands,,Taamen,
Netherlands,1793-04-12T00:00:00Z,Trompenburg,"Jantzen, Pieter"
Netherlands,,Twee Gezusters,"Reichert, Frans"
Netherlands,,Twee Gezusters,"Reichert, Frans"
Netherlands,,Twee Jonge Joachims,"Ketner, Christiaan"
Netherlands,,Twee Jonge Joachims,"Ketner, Christiaan"
Netherlands,,Twee Jonge Joachims,"Ketner, Christiaan"
Netherlands,,Twee Jonge Joachims,"Sap, Jan"
Netherlands,1785-03-24T00:00:00Z,Vaderland Getrouw,"Nap, Nicolaas"
Netherlands,1785-03-24T00:00:00Z,Vaderland Getrouw,"Verschuur, Jan"
Netherlands,1787-03-25T00:00:00Z,Vergenoegen,"Goodwill, Robert"
Netherlands,1789-11-06T00:00:00Z,Vergenoegen,"Goodwill, Robert"
Netherlands,1789-11-06T00:00:00Z,Vergenoegen,"Roblijn, Abraham"
Netherlands,1795-01-12T00:00:00Z,Vergenoegen,"Breedau, Carel"
Netherlands,1795-01-12T00:00:00Z,Vergenoegen,"Klaver, Johannes Gerrit"
Netherlands,,Verrekijker,"Noordhof, Nicolaas"
Netherlands,,Verrekijker,"Noordhof, Nicolaas"
Netherlands,,Verrekijker,"Kamer, Aart van de"
Netherlands,1791-05-18T00:00:00Z,Vertrouwen,"Verschuur, Johannes"
Netherlands,,Vertrouwen,
Netherlands,,Verwachting,"Vriese, Jacobus de"
Netherlands,,Verwachting,"Vriese, Jacobus de"
Netherlands,1772-09-27T00:00:00Z,Verwachting,"Vriese, Jacobus de"
Netherlands,,Verwachting,"Noels, Andries"
Netherlands,,Verwachting,
Netherlands,,Verwachting,"Noels, Andries"
Netherlands,,Verwachting,"Moelaart, Gijsbrecht"
Netherlands,1791-01-08T00:00:00Z,Verwachting,"Moelaart, Gijsbrecht"
Netherlands,1793-07-07T00:00:00Z,Verwachting,"Moelaart, Gijsbrecht"
Netherlands,1789-04-18T00:00:00Z,Vigilantie,"Sterry, Nathan"
Netherlands,1779-02-06T00:00:00Z,Vigilantie,"Michielsen, Olfert"
Netherlands,,Vigilantie,"Boswijk, Claas"
Netherlands,,Vigilantie,"Dankers, Joost"
Netherlands,,Vigilantie,"Sellow, C van"
Netherlands,1793-01-25T00:00:00Z,Vigilantie,"Silon, I C"
Netherlands,,Vigilantie,"Moelaart, Gijsbrecht"
Netherlands,,Vijf Gezusters,"Winterheim, Christiaan Frederik"
Netherlands,,Vijf Gezusters,"Winterheim, Christiaan Frederik"
Netherlands,1771-07-18T00:00:00Z,Vijf Gezusters,"Winterheim, Christiaan Frederik"
Netherlands,1775-09-03T00:00:00Z,Vis,"Sprang, Jan van"
Netherlands,,Vis,"Boer, Adriaan den"
Netherlands,,Vliegende Faam,"Moor, Pieter de"
Netherlands,1771-03-26T00:00:00Z,Vliegende Faam,"Kakom, Cornelis van"
Netherlands,1773-09-25T00:00:00Z,Vliegende Faam,"Kakom, Cornelis van"
Netherlands,,Vlissingen,"Stap, Pieter"
Netherlands,,Vlissingen,"Stap, Pieter"
Netherlands,,Vlissingen,"Stap, Pieter"
Netherlands,,Vlissingen,"Stap, Pieter"
Netherlands,,Vlissingen,"Stap, Pieter"
Netherlands,,Vlissingen,"Stap, Pieter"
Netherlands,,Vlissingen,"Crevon, Jacobus"
Netherlands,,Vlissingen,"Crevon, Jacobus"
Netherlands,,Vlissingen,"Edebool, Carsten"
Netherlands,,Vlissingse Hoofdnegotie,"Dankers, Joost"
Netherlands,1793-02-28T00:00:00Z,Vogelenstein,"Spaan, Christoffel"
Netherlands,,Vrede,
Netherlands,,Vriendschap,"Groef, Magnus"
Netherlands,1773-10-10T00:00:00Z,Vriendschap,"Groef, Magnus"
Netherlands,1773-10-10T00:00:00Z,Vriendschap,"Muller, Daniel"
Netherlands,,Vriendschap,"Muller, Daniel"
Netherlands,,Vriendschap,"Parre, Pieter van der"
Netherlands,,Vrijburg,"Brugman, Cornelis"
Netherlands,,Vrijheid,"Pieters, Carel"
Netherlands,,Vrijheid,"Pieters, Carel"
Netherlands,,Vriendschap,"Lamote, Cornelis"
Netherlands,1756-12-18T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan"
Netherlands,1758-11-29T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan"
Netherlands,1761-03-10T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan"
Netherlands,1762-12-18T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan"
Netherlands,1762-12-18T00:00:00Z,Vrouw Johanna Cores,"Molder, Willem de"
Netherlands,1762-12-18T00:00:00Z,Vrouw Johanna Cores,"Breen, Pieter van"
Netherlands,1764-12-30T00:00:00Z,Vrouw Johanna Cores,"Molder, Willem de"
Netherlands,1764-12-30T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan"
Netherlands,1767-10-20T00:00:00Z,Vrouw Johanna Cores,"Mulders, David"
Netherlands,1767-10-20T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan"
Netherlands,1769-11-04T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan"
Netherlands,1772-02-08T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan"
Netherlands,1772-02-08T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan"
Netherlands,1772-02-08T00:00:00Z,Vrouw Johanna Cores,"Mellendags, Jacob"
Netherlands,,Waakzaamheid,"Rijst, Pieter"
Netherlands,,Waakzaamheid,"Antheunissen, Jan"
Netherlands,,Waakzaamheid,"Antheunissen, Jan"
Netherlands,1774-08-12T00:00:00Z,Watergeus,"Chatelain, Adriaan"
Netherlands,1776-12-26T00:00:00Z,Watergeus,"Chatelain, Adriaan"
Netherlands,,Watergeus,"Chatelain, Adriaan"
Netherlands,,Watergeus,"Loef, Cornelis"
Netherlands,,Watervliet,"Winea, Dirk"
Netherlands,,Watervliet,"Winea, Dirk"
Netherlands,,Watervliet,"Jonker, Cornelis"
Netherlands,1770-02-15T00:00:00Z,Welmenende,"Haijen, Cornelis van"
Netherlands,1771-07-04T00:00:00Z,Welmenende,"Haijen, Cornelis van"
Netherlands,1774-01-28T00:00:00Z,Welmenende,"Haijen, Cornelis van"
Netherlands,1774-01-28T00:00:00Z,Welmenende,"Michielsen, Olfert"
Netherlands,,Werkendam,"Loo, Jan van der"
Netherlands,,Werkendam,
Netherlands,,Werkendam,
Netherlands,,Westcapelle,"Leger, Jan"
Netherlands,,Westcapelle,"Leger, Jan"
Netherlands,,Westcapelle,"Leger, Jan"
Netherlands,,Westcapelle,"Moelaart, Gijsbrecht"
Netherlands,,Westindische Hoop,"Andriessen, Christiaan"
Netherlands,1772-04-25T00:00:00Z,Westdorp,"Louwermans, F"
Netherlands,,Weivliet,"Lamote, Cornelis"
Netherlands,,Weivliet,"Lamote, Cornelis"
Netherlands,,Weivliet,"Lamote, Cornelis"
Netherlands,,Willemina Aletta,"Sluijs, Jan van der"
Netherlands,,Willemina Aletta,"Sluijs, Jan van der"
Netherlands,1769-07-10T00:00:00Z,Willemina Aletta,"Clebo, Jan"
Netherlands,1770-11-16T00:00:00Z,Willemina Aletta,"Clebo, Jan"
Netherlands,,Willemina Aletta,"Clebo, Jan"
Netherlands,,Willemina Aletta,"Clebo, Jan"
Netherlands,,Willemina Aletta,"Fransen, Jacob"
Netherlands,,Willem Alexander,"Cannel, Jan"
Netherlands,,Willem Alexander,"Cannel, Jan"
Netherlands,,Willem Alexander,"Cannel, Jan"
Netherlands,,Willem Alexander,"Macquee, Matheus"
Netherlands,,Willem en Carolina,"Smit, Leijn de"
Netherlands,,Willem en Carolina,"Smit, Leijn de"
Netherlands,1754-05-18T00:00:00Z,Willem en Carolina,"Smit, Leijn de"
Netherlands,,Willem en Carolina,"Smit, Leijn de"
Netherlands,,Willem en Carolina,"Smit, Leijn de"
Netherlands,,Wulpenburg,"Swart, Jan"
Netherlands,,Wulpenburg,"Moor, Pieter de"
Netherlands,1749-09-04T00:00:00Z,Wulpenburg,"Moor, Pieter de"
Netherlands,,Wulpenburg,"Solomi, David"
Netherlands,,Wulpenburg,"Solomi, David"
Netherlands,,Wulpenburg,"Solomi, David"
Netherlands,1758-11-09T00:00:00Z,Wulpenburg,"Solomi, David"
Netherlands,,Wulpenburg,"Barends, Hans"
Netherlands,,Wulpenburg,"Santleven, Hendrik"
Netherlands,1772-03-01T00:00:00Z,Wulpenburg,"Beekman, Pieter"
Netherlands,1769-10-14T00:00:00Z,Zanggodin,"Sprang, Jan van"
Netherlands,1771-08-23T00:00:00Z,Zanggodin,"Sprang, Jan van"
Netherlands,1774-08-09T00:00:00Z,Zanggodin,"Hoff, Ibbe Hendrich"
Netherlands,1785-06-28T00:00:00Z,Zeefortuin,"Baas, Isaac den"
Netherlands,1785-06-28T00:00:00Z,Zeefortuin,"Muijen, Cornelis van"
Netherlands,1789-04-19T00:00:00Z,Zeemercuur,"Kakom, Cornelis van"
Netherlands,1793-04-19T00:00:00Z,Zeemercuur,"Zell, Georg Christoff"
Netherlands,,Zeenimph,"Pieters, Carel"
Netherlands,1790-11-23T00:00:00Z,Zeenimph,"Pieters, Carel"
Netherlands,1793-07-04T00:00:00Z,Zeenimph,"Rietveld, Dirk"
Netherlands,,Zeeberg,"Kronkque, J"
Netherlands,,Zeeberg,"Louijssen, Ernst"
Netherlands,,Zeeberg,"Louijssen, Ernst"
Netherlands,,Zeeberg,"Louijssen, Ernst"
Netherlands,,Zeeberg,"Louijssen, Ernst"
Netherlands,,Zeeberg,"Louijssen, Ernst"
Netherlands,,Zeelands Welvaren,"Jurriaansen, Hendrik"
Netherlands,,Zeelands Welvaren,"Jurriaansen, Hendrik"
Netherlands,,Zeelands Welvaren,"Jurriaansen, Hendrik"
Netherlands,,Zeelands Welvaren,"Jacobs, A"
Netherlands,,Zeelands Welvaren,"Woutman, Frederik"
Netherlands,,Zeelands Welvaren,"Woutman, Frederik"
Netherlands,,Zeelands Welvaren,"Woutman, Frederik"
Netherlands,,Zeelands Welvaren,"Woutman, Frederik"
Netherlands,,Zeelands Welvaren,"Woutman, Frederik"
Netherlands,,Zeelands Welvaren,"Bakker, Johannes"
Netherlands,,Zeelands Welvaren,"Makkers, Cornelis"
Netherlands,,Zeelands Welvaren,"Makkers, Cornelis"
Netherlands,,Zeeleeuw,"Galen, Josua van"
Netherlands,1792-08-31T00:00:00Z,Zeelust,"Mackaij, Anthony"
Netherlands,,Zeemire,"Langeraad, Jan van"
Netherlands,1792-02-15T00:00:00Z,Zeevrugt,"Post, Christiaan"
Netherlands,1778-08-24T00:00:00Z,Zorg,"Noordhoek, Johannes"
Netherlands,,Zorg,"Wilton, Jan"
Netherlands,,Den Leum,Winkstern
Netherlands,,Ter Vere,
Netherlands,,Posthoorn,
Netherlands,,Tonijn,
Netherlands,1645-03-15T00:00:00Z,Leeuwinne,
Netherlands,,Gulde Ree,
Netherlands,,Caritas,
Netherlands,,Grote Gerrit,
Netherlands,1644-06-24T00:00:00Z,Nieuw Enkhuizen,"Pomp, Dirk Gerritsz"
Netherlands,,Zwarte Arend,
Netherlands,,Leeuwinne,
Netherlands,,Zeelandia,"Christoffels, Jan"
Netherlands,,Utrecht,"Wouters, Hillebrandt"
Netherlands,,Noord Holland,"Jansen, Hermen"
Netherlands,,Leeuwinne,"Lucifer, Pieter"
Netherlands,1643-03-22T00:00:00Z,Zwarte Arend,"Cornelisz, Cornelis"
Netherlands,,Kameel,
Netherlands,,Kat,
Netherlands,,Nassau,"Burch, Hendrick van der"
Netherlands,,Gulde Ree,
Netherlands,,Matança,
Netherlands,,Ommelandia,
Netherlands,,Deventer,
Netherlands,,Leeuwinne,
Netherlands,,Zwarte Beer,
Netherlands,,Matança,
Netherlands,1641-12-10T00:00:00Z,Nassau,"Burch, Hendrick van der"
Netherlands,1641-05-30T00:00:00Z,Wapen van Delft,"Danser, Simon den"
Netherlands,,Zwarte Arend,"Cornelisz, Cornelis"
Netherlands,,Amersfoort,"Stockman, Pieter"
Netherlands,,Leeuwinne,
Netherlands,,Wapen van Delft,"Danser, Simon den"
Netherlands,,S Jan Baptist,
Netherlands,,Zwarte Arend,
Netherlands,,Caritas,"Wisse, Adriaan"
Netherlands,,Kameel,
Netherlands,,Bruinvis,
Netherlands,,Matança,
Netherlands,,Eendracht,
Netherlands,1639-12-16T00:00:00Z,S Pieter,
Netherlands,,Zeerobbe,
Netherlands,,Walcheren,
Netherlands,,Nassau,
Netherlands,,Eendracht,
Netherlands,,Leeuwinne,
Netherlands,,Eendracht,
Netherlands,,Nassau,
Netherlands,,Eendracht,
Netherlands,1638-01-27T00:00:00Z,Ter Tholen,
Netherlands,1638-01-27T00:00:00Z,Witte Leeuw,
Netherlands,,Halve Maan,
Netherlands,,Eendracht,
Netherlands,,Halve Maan,
Netherlands,,S Jan van Dort,
Netherlands,,Hoop,
Netherlands,,Kameel,
Netherlands,,Witte Paard,"Swart, Meijndert Lourensz"
Netherlands,,,"Duverne, Isaac"
Netherlands,,Orpheus,"Jochemsz, Albert"
Netherlands,,,
Netherlands,,S Michiel,
Netherlands,,S Pieter,
Netherlands,,Maagd van Enkhuizen,
Netherlands,,Mooriaan,"Hes, Jacob"
Netherlands,1643-08-12T00:00:00Z,Mooriaan,"Slijckman, Crijnsen"
Netherlands,1643-09-11T00:00:00Z,Walcheren,"Wouters, Bartolomeus"
Netherlands,1643-11-23T00:00:00Z,Grote Gerrit,
Netherlands,1643-12-06T00:00:00Z,Portier,
Netherlands,1643-12-08T00:00:00Z,Brak,
Netherlands,,Leiderdorp,"Jansz, Abraham"
Netherlands,1644-07-20T00:00:00Z,Goude Leeuw,
Netherlands,,Leiden,
Netherlands,,Utrecht,
Netherlands,,Soutelande,
Netherlands,,Overijsel,
Netherlands,1645-12-17T00:00:00Z,Heemstee,
Netherlands,1639-04-02T00:00:00Z,S Michiel,
Netherlands,,Leiden,"Clasen, Jan"
Netherlands,,Diemen,
Netherlands,,Hazewind,"Adriaanse, Adriaan (?)"
Netherlands,,Loanda,
Netherlands,,Haan,
Netherlands,,Henderson,
Netherlands,,Leiden,"Kock, Jan Claesz"
Netherlands,1642-01-24T00:00:00Z,Overijsel,"Langman, Claes Arentsen"
Netherlands,,Groningen,
Netherlands,,Eendracht,"Jansen, Matheus"
Netherlands,1642-09-17T00:00:00Z,Mauritius,
Netherlands,1642-09-17T00:00:00Z,Prinses,
Netherlands,,Grote Gerrit,"Rooper, Marcus Jansz"
Netherlands,,Wapen van Dort,
Netherlands,,Burcht van Coevorden,
Netherlands,,Regenboog,"Goes, Philip Adriaensz van der"
Netherlands,,Bruinvis,"Bruininck, Jacob Claesz"
Netherlands,,Brak,"Hermansz, Hermen"
Netherlands,1643-06-10T00:00:00Z,Graaf Henrick,"Donnel, Dirck Janssen"
Netherlands,1644-02-10T00:00:00Z,Liefde,
Netherlands,,Caritas,
Netherlands,,Hollandia,
Netherlands,,Overijsel,Jol
Netherlands,,Brak,"Hermansz, Hermen"
Netherlands,,Zwaan,
Netherlands,,Witte Hoop,
Netherlands,,Loanda,
Netherlands,,Brak,
Netherlands,,Overijsel,
Netherlands,,Rode Hert,
Netherlands,,Grote Gerrit,
Netherlands,,Caritas,
