Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name
Netherlands,1690-12-22T00:00:00Z,Morgenstar,"Visser, Jacob Corsz"
Netherlands,1706-09-16T00:00:00Z,Stad Moskou,"Dam, Herman van"
Netherlands,1706-09-16T00:00:00Z,Stad Moskou,"Dorp, Jacob Pietersz"
Netherlands,1710-10-15T00:00:00Z,Stad Moskou,
Netherlands,,Nieuwe Post,"Zeerat, Thomas van"
Netherlands,,Nieuwe Post,"Leijm, Lodewijk van der"
Netherlands,1682-12-21T00:00:00Z,Oranjeboom,
Netherlands,1722-07-06T00:00:00Z,Petronella Alida,"Lit, IJf Jansz van"
Netherlands,,Phenix,"Vallé, Jacob"
Netherlands,,Phenix,"Vallé, Jacob"
Netherlands,1728-10-15T00:00:00Z,Phenix,"Vallé, Jacob"
Netherlands,1707-02-28T00:00:00Z,Phillipus Johannes,"Leijm, Lodewijk van der"
Netherlands,,Poelwijk,
Netherlands,1678-11-25T00:00:00Z,Poelwijk,"Bonte, Daniel de"
Netherlands,,Poelwijk,"Ens, Jacob Jansen"
Netherlands,1683-05-15T00:00:00Z,Poelwijk,"Banckert, Joost"
Netherlands,,Poelwijk,"Goons, Andries"
Netherlands,1687-01-31T00:00:00Z,Portugaalse Koopman,"Veltkamp, Jan Hendricksz"
Netherlands,,Postillion,"Langhman, Nicolaes"
Netherlands,,Prins Willem,"Bonte, Daniel de"
Netherlands,1685-10-04T00:00:00Z,Profeet Daniel,"Scot, Juan"
Netherlands,,Profeet Daniel,
Netherlands,,Pijnenburg,"Schepmoes, Abraham"
Netherlands,1698-08-15T00:00:00Z,Pijnenburg,"Valies, Thomas Jansz"
Netherlands,,Pijnenburg,"Winterman, Antonij"
Netherlands,1705-10-04T00:00:00Z,Pijnenburg,"Leeuwen, Dirk van"
Netherlands,,Quinera,"Kock, Dirk Barents"
Netherlands,1701-05-26T00:00:00Z,Quinera,"Eijck, Michiel Joosten van"
Netherlands,,Quinera,"Ditmarsen, Christiaan Sijmensz van"
Netherlands,,Quinera,"Geffen, Arent van"
Netherlands,1706-03-23T00:00:00Z,Quinera,"Reijniersz, Wouter"
Netherlands,1709-02-10T00:00:00Z,Quinera,"Geffen, Arent van"
Netherlands,,Rachel,"Hincke, Pieter Gijsbertsz"
Netherlands,,Rachel,"Hincke, Pieter Gijsbertsz"
Netherlands,,Rachel,"Eijck, Michiel Joosten van"
Netherlands,1699-04-04T00:00:00Z,Rachel,"Eijck, Michiel Joosten van"
Netherlands,,Rachel,"Prop, Pieter"
Netherlands,,Rachel,"Visser, Jacob Corsz"
Netherlands,,Rode Leeuw (a) Johanna,"Tange, Antheunis"
Netherlands,,Roomse Keizer,"Martensz, Andries"
Netherlands,,Roomse Keizer,"Visser, Jacob Corsz"
Netherlands,,Roomse Keizer,"Rijk, Willem Robbertsz"
Netherlands,,Rosenburg (a) Rosenborg,"Muller, Erasmus"
Netherlands,,Rotterdam,"Claessen, Harmen"
Netherlands,,Rotterdam,"Egmont, Jan Cornelisz van"
Netherlands,,Rotterdam,"Leeuw, Mathijs van der"
Netherlands,1685-11-08T00:00:00Z,Rotterdam,"Vos, Harmen Claesz de"
Netherlands,,Rusthof,"Forsburg, Jan"
Netherlands,,Rusthof,"Brest, Jan"
Netherlands,,Rusthof,"Wassenaer, Hendrik"
Netherlands,,Rusthof,"Barnaer, Hendrik"
Netherlands,,Rusthof,"Schouwenburg, Jean"
Netherlands,,Rusthof,"Lankvelt, Francois van"
Netherlands,,Rusthof,"Boone, Cornelis"
Netherlands,1733-11-21T00:00:00Z,Rusthof,"Bovenmans, Anthony"
Netherlands,1733-11-21T00:00:00Z,Rusthof,"Theunissen, Willem"
Netherlands,,Salamander,"Dijck, Gerrit Jansz van"
Netherlands,,Salamander,"Groenewolt, Thomas"
Netherlands,,Salamander,"Doelen, Claas"
Netherlands,1688-07-20T00:00:00Z,Samaritaan,"Willemsen, Marinus"
Netherlands,,Sara,"Dronker, Jan"
Netherlands,1688-01-22T00:00:00Z,Sara en Maria,"Coster, Sijmon Sijmonsz"
Netherlands,,Sem Galei,"Blom, Sijmon"
Netherlands,,Sem Galei,"Andriesse, Jan"
Netherlands,,Zeven Gebroeders,
Netherlands,1701-07-20T00:00:00Z,Vergulde Zon,"Salant, Hans Stuart van"
Netherlands,1701-07-20T00:00:00Z,Vergulde Zon,"Sijmonsz, Christiaen"
Netherlands,1703-08-25T00:00:00Z,Vergulde Zon,"Visser, Jacob Corsz"
Netherlands,1703-08-25T00:00:00Z,Vergulde Zon,"Bleeker, Samuel"
Netherlands,,Vergulde Zon,"Strijd, Jan Jorisz"
Netherlands,1707-09-02T00:00:00Z,Vergulde Zon,"Verhoeven, Jacob"
Netherlands,1707-09-02T00:00:00Z,Vergulde Zon,"Schot, Adriaan"
Netherlands,,Zonnestein,"Croon, Willem"
Netherlands,,Zonnestein,"Michielse, Jacob"
Netherlands,,Zonnestein,"Pronk, Hans"
Netherlands,1724-09-03T00:00:00Z,Zonnestein,"Roos, Roelof"
Netherlands,1726-03-07T00:00:00Z,Zonnestein,"Gewelt, Jan Pietersz"
Netherlands,1716-03-08T00:00:00Z,S Andries,"Heijm, Jan van der"
Netherlands,,S Andries,"Heijm, Jan van der"
Netherlands,,S Clara,"Claassen, Herman"
Netherlands,,S Clara,"Strijd, Jan Jorisz"
Netherlands,1710-08-03T00:00:00Z,S Clara,"Geffen, Arent van"
Netherlands,1710-08-03T00:00:00Z,S Clara,"Caagman, Claas"
Netherlands,1712-09-02T00:00:00Z,S Clara,"Strijd, Jan Jorisz"
Netherlands,,S Clara,"Vos, Harmen Claesz de"
Netherlands,,S Clara,"Moij, Cornelis"
Netherlands,,S Francisco Xavier,"Vos, Jacob Lente"
Netherlands,1681-02-28T00:00:00Z,S Jan,"Pietersz, Reijer"
Netherlands,,S Jan,"Schepmoes, Abraham"
Netherlands,,S Jan,"Stolck, Arent Gijsen van der"
Netherlands,,S Jan,"Jansz, Huijbert"
Netherlands,1734-04-15T00:00:00Z,S Laurens,"Ovens, Simon"
Netherlands,1736-02-14T00:00:00Z,S Laurens,"Verdoes, Bastiaan"
Netherlands,1713-11-21T00:00:00Z,S Marcus,"Hoeven, Jan van der"
Netherlands,1680-07-25T00:00:00Z,S Pieter,"Gerritsz, Jan"
Netherlands,1727-05-16T00:00:00Z,Stad en Lande,"Haan, Gerrit de"
Netherlands,1729-05-27T00:00:00Z,Stad en Lande,"Haan, Gerrit de"
Netherlands,1732-04-28T00:00:00Z,Stad en Lande,"Mooylieves, Cornelis"
Netherlands,1735-02-17T00:00:00Z,Stad en Lande,"Vlugt, Jan"
Netherlands,1735-02-17T00:00:00Z,Stad en Lande,"Smidt, Jan"
Netherlands,1737-04-28T00:00:00Z,Stad en Lande,"Berg, Daniel"
Netherlands,,Stadhouder Friesland,"Hendrix, Arend"
Netherlands,,Steenhuijsen,"Schamp, Jan"
Netherlands,,Steenhuizen,"Hoogdorp, Jan Lambregtsz"
Netherlands,,Steenhuizen,"Jong, Pieter de"
Netherlands,1729-02-12T00:00:00Z,Steenhuizen,"Hoogdorp, Jan Lambregtsz"
Netherlands,1731-09-28T00:00:00Z,Steenhuizen,"Hoogdorp, Jan Lambregtsz"
Netherlands,1736-12-19T00:00:00Z,Steenhuizen,"Baarspul, Theunis"
Netherlands,,Surinaamse Koopman,"Mol, Gerrit Cornelis"
Netherlands,,'s-Graveland,"Boone, Cornelis"
Netherlands,1675-10-28T00:00:00Z,Tholen,"Couvent, Frederick"
Netherlands,1688-07-15T00:00:00Z,Tholen,"Goons, Andries"
Netherlands,,Vergulde Vrijheid,"Bruijst, Jan"
Netherlands,,Vergulde Vrijheid,"Hincke, Pieter Gijsbertsz"
Netherlands,1718-12-26T00:00:00Z,Vergulde Vrijheid,"Laa, David de"
Netherlands,,Vigilantie,
Netherlands,1707-01-28T00:00:00Z,Vliegende Hert (a) Prinz Eugen,"Vos, Jacob Centsen"
Netherlands,,Vlissings Welvaren,"Teijl, Jacob"
Netherlands,1675-10-25T00:00:00Z,Phenix,"Arel, Jan van"
Netherlands,1675-10-25T00:00:00Z,Phenix,"Sijmonsz, Frederick"
Netherlands,,Phenix,"Bonte, Jan"
Netherlands,,Jonge Vogel Phenix,"Banckert, Joost"
Netherlands,,Vrede,"Brasser, Matthijs Laurensz"
Netherlands,,Vrede,"Pets, Daniel"
Netherlands,1704-02-20T00:00:00Z,Vriendschap,"Volle, Jacob"
Netherlands,1690-06-19T00:00:00Z,Vrije Zee,"Langhman, Nicolaes"
Netherlands,1681-03-28T00:00:00Z,Vrijheid,"Dircksz, Michiel"
Netherlands,1683-02-08T00:00:00Z,Vrijheid,"Mondt, Jochem Claasz"
Netherlands,1683-02-08T00:00:00Z,Vrijheid,"Mol, Gerrit Cornelisz"
Netherlands,,Vrijheid,"Star, Gerrit"
Netherlands,1721-11-14T00:00:00Z,Vrijheid,"Buttel, Christoffel de"
Netherlands,,Vrijheid,"Brouwer, Jannes"
Netherlands,,Vrijheid,"Wit, Herman de"
Netherlands,,Vrijheid,"Mooylieves, Cornelis"
Netherlands,1732-06-24T00:00:00Z,Vrijheid,"Gewelt, Jan Pietersz"
Netherlands,1734-05-30T00:00:00Z,Vrijheid,"Gewelt, Jan Pietersz"
Netherlands,1736-06-25T00:00:00Z,Vrijheid,"Ovens, Simon"
Netherlands,1730-10-18T00:00:00Z,Waartwijk,"Velde, Daniel ter"
Netherlands,,Martin,
Netherlands,1819-10-10T00:00:00Z,Virginie,"Canez, B"
Netherlands,1822-10-23T00:00:00Z,Aurora,
Netherlands,,Thérèse,
Netherlands,1829-01-06T00:00:00Z,Jeune Eugénie,"Dezaugat, Jean Adolphe"
Netherlands,1829-01-06T00:00:00Z,Jeune Eugénie,"Niel, Guillaume"
Netherlands,,Grootburg,
Netherlands,,Maria en Elisabeth,Lagorde
Netherlands,,Plattenburg,"Jansen, Leendert"
Netherlands,,America,"Nijse, David de"
Netherlands,1715-11-20T00:00:00Z,Vlissings Welvaren,"Guepin, Jacob"
Netherlands,,Jonge Mathijs,"Prince, Jacob de"
Netherlands,,Westermeer,"Ketelaar, Andries"
Netherlands,,Meermin,
Netherlands,,Johanna,
Netherlands,,Anthony Ewout,
Netherlands,,Vijf Gezusters,"Winterheim, Christiaan Frederik"
Netherlands,,Vrede en Liberteit,"Ditman, H"
Netherlands,,Johannes,
Netherlands,,Paard,
Netherlands,,Watergeus,
Netherlands,,Stad Enkhuizen,
Netherlands,1791-08-04T00:00:00Z,Dapperheid,"Ender, Laurens"
Netherlands,1792-02-04T00:00:00Z,Nieuwe Hoop,"Dijker, Willem"
Netherlands,,Twee Vrienden,
Netherlands,,Standvastigheid,
Netherlands,,Goude Valk,"Wiltschut, Willem Cornelisz"
Netherlands,1667-07-23T00:00:00Z,Rebecca,"Vos, Andries Claase"
Netherlands,,Jonge Prins Willem,"Moor, Gijsbert de"
Netherlands,,Vergulde Zon,"Stoffelsen, Willem Jan"
Netherlands,,Africa,"Foucquier, Simon"
Netherlands,,Africa,"Robbertsz, Willem"
Netherlands,,America,"Jochemsz, Broer"
Netherlands,1668-03-15T00:00:00Z,S Jago,"Juist, Cornelis Ewoutsz"
Netherlands,,Herderin (a) Pastora,"Rutsen, Andries"
Netherlands,,Zwarte Arend (a) Aguila,"Lonck, Pieter Cornelisz"
Netherlands,,Prins van Oranje te Paert,"Rasiere, Laurens de"
Netherlands,1668-11-10T00:00:00Z,Leonora (a) Leeuwinne,"Verschure, Roelof Arentse"
Netherlands,1784-10-24T00:00:00Z,Africaan,
Netherlands,1785-04-14T00:00:00Z,Paramaribo,"Rienke, Leen"
Netherlands,1786-06-20T00:00:00Z,Verwachting,"Doutz, Andries Christiaan"
Netherlands,,Reine Ester,"Jansen, Dirk"
Netherlands,1674-05-27T00:00:00Z,Eendracht,"Joosten, Leendert"
Netherlands,,Vliegende Arend,
Netherlands,,Nieuw Westindisch Huis,"Pietersz, Jan"
Netherlands,,Eendracht,"Backer, Johan Hendricxsen"
Netherlands,,S Pieter,"Berg, Jacob Jansen van de (a) Japon"
Netherlands,,William,"Dircksz, Pieter"
Netherlands,,William,"Helm, Hendrik"
Netherlands,,S Jan,
Netherlands,,Vrede,
Netherlands,,Elisabeth,"Bakker, Cornelis"
Netherlands,,Jonge Jan Nicolaas,"Amstel, Christiaan Albrecht"
Netherlands,,Jonge Jan Nicolaas,"Bakker, Pieter Hansen"
Netherlands,,,Beeker
Netherlands,,,Bovel
Netherlands,,Delft,"Brouwer, Jan"
Netherlands,,,"Lamote, Cornelis"
Netherlands,,,Noordhof
Netherlands,1761-02-07T00:00:00Z,,"Smit, Leijn de"
Netherlands,,,Swaan
Netherlands,,,"Jansen, Jurgen"
Netherlands,,,"Klerk, de"
Netherlands,,Engel Gabriel,
Netherlands,,,Tellenaar
Netherlands,,IJzeren Verken,"Schuer, Reijnier Cornelisz"
Netherlands,,,
Netherlands,,Vliegende Faam,"Fleugel, Hendrik"
Netherlands,,Seerobbe,
Netherlands,1758-05-23T00:00:00Z,Rotterdam,"Harristad, Spooren"
Netherlands,,,"Pets, Daniel"
Netherlands,,,"Scholte, Jan"
Netherlands,,Eenhoorn,"Klink, Anthony"
Netherlands,,Vogel Phenix,"Witboom, Daniel"
Netherlands,,Swalem,
Netherlands,,Vier Gebroeders,
Netherlands,,Vier Gebroeders,"Witte, Witte de"
Netherlands,,Vliegende Arent,"Molenaar, Hendrik de"
Netherlands,,,"Coerte, Huijbregt"
Netherlands,,,"Bruijne, Jacobus de"
Netherlands,,Margarita,"Goethem, Frans van"
Netherlands,,,"Fante, Willem"
Netherlands,,Olijftak,"Jansen, Jan"
Netherlands,,Vogel Phenix,"Meijster, Pieter"
Netherlands,,Maria Susanna,"Geersdaale, Isaac van"
Netherlands,,Vier Gebroeders,"Osdorp, Lucas"
Netherlands,,William,"Chaffin, John"
Netherlands,,Bossenburg,"Vlaminck, Cornelis"
Netherlands,,Dolphijn,"Bogaert, Mathijs"
Netherlands,,Eleonora,"Gommers, Wouter"
Netherlands,,Hercules,"Profeet, Daniel"
Netherlands,,Johanna Cornelia,"Jansen, Frans"
Netherlands,,Nieuwe Claverblad,"Klooster, Jan van de"
Netherlands,,Pieter en Jan,"Knokke, Jacob"
Netherlands,,S Anna,"Nolle, Simon van den"
Netherlands,,,"Hatte, Jan"
Netherlands,,Beyenskercke,"Gastelaar, Joris Bartelsen"
Netherlands,,Bossenburg,"Hatte, Pieter van"
Netherlands,,Braakenburg,"Leijnse, Abraham"
Netherlands,,Fortuijn,"Andriessen, Jan"
Netherlands,,Gouden Leeuw,"Claasen, Jacob"
Netherlands,,Grote Amazone,"Jonge, Francois Huijge de"
Netherlands,,Jonge Dirk,"Meer, Joos van der"
Netherlands,,Jonge Jan,"Meyer, Dirk de"
Netherlands,,Oostdorp,"Koese, Jacobus"
Netherlands,,Peerl,"Credo, Willem"
Netherlands,,Petronella,"Prince, Jacob de"
Netherlands,,Rode Leeuw,
Netherlands,,Claverblad,"Driest, Claas van"
Netherlands,,Grote Amazone,"Jonge, Francois Huijge de"
Netherlands,,Jonge Isaac,"Penne, Cornelis"
Netherlands,,Rode Leeuw,"Claasen, Jacob"
Netherlands,,S Joseph,"Adriaansen, Wylof"
Netherlands,,S Joseph,"Koetswagen, J J"
Netherlands,,Vier Gebroeders,"Osdorp, Lucas"
Netherlands,,Vier Gebroeders,"Focquerel, Thomas"
Netherlands,,Dolphijn,"Bogaert, Mathijs"
Netherlands,,Jonge Jan,"Meyer, Dirk de"
Netherlands,,Gecroonde Appel,"Grassilie, Jan (a) John Grazillier"
Netherlands,,Vliegende Hert (a) Prinz Eugen,"Vos, Jacob Centsen"
Netherlands,,Jager,"Witte, Hendrik de"
Netherlands,,Jonge Jacob,"Cornelissen, Jan"
Netherlands,,Onbekende,"Dankaarts, Johan"
Netherlands,,S Antony Galeij (a) S Antonio Galley,"Charion, Pieter"
Netherlands,,Victoria,"Dronkert, Jan Abraham"
Netherlands,,Gouden Appel,"Huijssen, Cornelis"
Netherlands,,Overwinning van Rijssel,"Mangelaar, Edward"
Netherlands,,Popkensburg,"Fret, Jacob"
Netherlands,,Jonge Abraham,"Adriaansen, Pieter"
Netherlands,,S Antony Galeij,"Thebeu, Pieter"
Netherlands,,America,"Nijse, David de"
Netherlands,1715-10-09T00:00:00Z,Anna Catharina,"Linsen, Claude (a) Klaas Leendersen"
Netherlands,,Bossenburg,"Adriaansen, Joris"
Netherlands,,Eenhoorn,"Rochiers, Jan"
Netherlands,1715-11-07T00:00:00Z,Jonge Elseboom,"Thebeu, Pieter"
Netherlands,,Keizer Karel,"Stevensen, Jacob"
Netherlands,,Neptunus,"Gerrits, Cornelis"
Netherlands,,Vergulde Vrijheid,"Laa, David de"
Netherlands,,Victoria,"Cornelissen, Jan"
Netherlands,,Vijf Gebroeders,"Moor, Jan de"
Netherlands,,,"Doets, Jan Cornelis"
Netherlands,,Den Hulsboom,"Ketelaar, Andries"
Netherlands,,Jager,"Witte, Hendrik de"
Netherlands,,Jonge Abraham,"Bevers, Anthony"
Netherlands,,Jonge Adriaan,"Maarschalk, Ryeke"
Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan"
Netherlands,,Onbekende,"Baar, Lieven van der"
Netherlands,,Overwinning van Rijssel,"Leijnse, Cornelis"
Netherlands,1716-01-26T00:00:00Z,S Joseph Galeij,"Ravenschot, Jan van"
Netherlands,,Vaderland Getrouw,"Prince, Jacob de"
Netherlands,,Zwarte Leeuw,"Janssen, Hendrik"
Netherlands,,,"Andriessen, Jan"
Netherlands,,Adriana Catharina,"Geleijnse, Pieter"
Netherlands,,Bossenburg,"Adriaansen, Joris"
Netherlands,,Catharina,"Wiggers, Bastiaan"
Netherlands,,Constantia,"Thijssen, Frans"
Netherlands,,Elisabeth,"Pater, Jan"
Netherlands,,Jonge Christina,"Forsberg, Jan"
Netherlands,,Keizer Karel,"Stevensen, Jacob"
Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan"
Netherlands,,Vaderland Getrouw,"Moor, Jan de"
Netherlands,,Vergulde Vrijheid,"Laa, David de"
Netherlands,,Catharina Johanna,"Barbier, Cornelis"
Netherlands,,Fortuyn,"Varene, Anthony"
Netherlands,,Jonge Adriaan,"Maarschalk, Ryeke"
Netherlands,,Jonge Jan,"Gabion, Daniel"
Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan"
Netherlands,,Adriana Catharina,"Geleijnse, Pieter"
Netherlands,1718-12-26T00:00:00Z,Jager,"Genugten, Nicolaas van den"
Netherlands,,Jonge Christina,"Forsberg, Jan"
Netherlands,,Jonge Ruyter,"Ketelaar, Andries"
Netherlands,,Twee Gezusters,"Bevers, Anthony"
Netherlands,,,"Janssen, Willem"
Netherlands,,Bunnick,"Prince, Jacob de"
Netherlands,,Jacoba Galeij,"Cornelissen, Jan"
Netherlands,,Johanna,"Croeff, Cornelis"
Netherlands,,Johanna Arnoldina,"Rouleau, Daniel"
Netherlands,,Jonge Jan,"Gabion, Daniel"
Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan"
Netherlands,,Oost India,"Deinout, Pieter"
Netherlands,,Vaderland Getrouw,"Moor, Jan de"
Netherlands,,Eenhoorn,"Visser, Jasper"
Netherlands,,Porto Prince,"Gibson, Willem"
Netherlands,,Jonge Christina,"Forsberg, Jan"
Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan"
Netherlands,,Oost India,"Deinout, Pieter"
Netherlands,,Fortuyn,
Netherlands,,Jonge Isaak,"Cornelissen, Jan"
Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan"
Netherlands,,Vaderland Getrouw,"Moor, Jan de"
Netherlands,,Vrijheid,"Ketelaar, Andries"
Netherlands,,Eenhoorn,"Visser, Jasper"
Netherlands,,Oost India,"Deinout, Pieter"
Netherlands,,Westermeer,"Adriaansen, Joris"
Netherlands,,Winthond,
Netherlands,,Josua Galeij,"Doos, Josua van der"
Netherlands,,Oosterbeek,
Netherlands,,Jonge Moor,"Donker, Jan"
Netherlands,,Middagten,"Sterk, Cornelis"
Netherlands,,Hoop van Dordrecht,"Darem, Pieter"
Netherlands,,Juan,"Jennings, Juan"
Netherlands,,Enridice,Hanley
Netherlands,,Susanna,"Lens, Christoffel"
Netherlands,,,"Boce, Gerardo Lacome"
Netherlands,,,
Netherlands,,Jupiter,"Mol, Sijmon Sijmonsz"
Netherlands,,Jupiter,"Jansz, Gijsbert"
Netherlands,,Maertin Van Roffen,"Johnson, Leonard"
Netherlands,,,
Netherlands,1661-05-18T00:00:00Z,S Maarten van Rossen,"Jansen, Leendert"
Netherlands,,Koning Salomon,"Kop, Caspar Govertse"
Netherlands,1659-05-22T00:00:00Z,S Jan,"Veer, Adriaen Blaes van der"
Netherlands,,Gideon,"Gilde, Sijmon Cornelisz"
Netherlands,,Juffrouw Catharina,"Wilree, Jacob Dircksz"
Netherlands,,,
Netherlands,,S Jacob,"Toeloop, Jacob Jansz van"
Netherlands,,S Jacob,"Richardson, George"
Netherlands,1809-03-27T00:00:00Z,Africaan,Aetjo
Netherlands,,,"Costa, Francisco da"
Netherlands,,,"Noel, Francisco"
Netherlands,,Triton Gally,"Stephens, William"
Netherlands,1709-03-29T00:00:00Z,Jacob,"Briand, Charles"
Netherlands,1709-03-29T00:00:00Z,Jacob,"Briand, Charles"
Netherlands,,Epaminondas,"Din Baas, Isaac"
Netherlands,1658-11-03T00:00:00Z,Liefde,"Vos, Jacob Adriaensz"
Netherlands,1658-11-03T00:00:00Z,Liefde,"Neef, Cornelis Sijmonsz"
Netherlands,,,
Netherlands,,Abrahams Offerhand (a) Sacrificio de A,"Walichsz, Outgert"
Netherlands,,Abrahams Offerhand (a) Sacrificio de A,"Hart, Cornelis"
Netherlands,1660-05-17T00:00:00Z,Geboorte Christi (a) Santo Christo,"Vos, Jacob de"
Netherlands,1660-05-17T00:00:00Z,Geboorte Christi (a) Santo Christo,"Willemsz, Claes"
Netherlands,,S Jan Baptist (a) S Juan Bautista,"Voogt, Jan Sijmonsz"
Netherlands,,S Jan Baptist (a) S Juan Bautista,"Vries, Wouter Abrahamsz de"
Netherlands,,Jonge Prins (a) Príncipe Mozo,
Netherlands,,Profeet Daniel,"Billegas, Pedro Garcia do"
Netherlands,1659-01-14T00:00:00Z,Hoop (a) Esperanza,"Jansz, Cornelis"
Netherlands,1659-01-14T00:00:00Z,Hoop (a) Esperanza,"Cleijnpenning, Govert Harmensz"
Netherlands,1659-01-14T00:00:00Z,Hoop (a) Esperanza,"Pranger, Outgert Simonsz"
Netherlands,1660-01-29T00:00:00Z,S Jan Baptist (a) S Juan Bautista,"Voogt, Harmen"
Netherlands,1660-01-29T00:00:00Z,S Jan Baptist (a) S Juan Bautista,"Voogt, Jan Simonsz"
Netherlands,1660-01-29T00:00:00Z,S Jan Baptist (a) S Juan Bautista,"Hartman, Gerard"
Netherlands,,Paz,"Cuees, Silos"
Netherlands,,Paz,"Gazen, Gilly"
Netherlands,,S João Baptista,"Salazar, João de"
Netherlands,,Naranjo,"Gaspar, Orlando"
Netherlands,,Caballero,
Netherlands,,Santa Luben,"Cornelio, Daniel"
Netherlands,,Grote Africaan,"Hoven, Frederik Frederiksz van"
Netherlands,,,
Netherlands,,Posthoorn,
Netherlands,,Camerling,
Netherlands,,Abrahams Offerhand,
Netherlands,,Asia,"Waterdrinker, Willem"
Netherlands,,Goude Tijger,"Hermans, Govert"
Netherlands,,Verstoorde Leeuw,"Ronge, Ernst"
Netherlands,1674-08-26T00:00:00Z,Vergulde Arend (a),"Backer, Joris"
Netherlands,,Eendracht (a) Goude Poort,"Leenderts, Cornelis"
Netherlands,,Vergulde Zon,Wier
Netherlands,,Domburg,"Nap, Goke Lubberse"
Netherlands,,Amphitrite,
Netherlands,,Mariane,Fetem
Netherlands,,Jonge Samuel,
Netherlands,,Emden,"Valk, Berend de"
Netherlands,,Huis te Merwede,
Netherlands,,Luipaard,"Fredericksz, Claes"
Netherlands,,Luipaard,"Fredericksz, Cornelis"
Netherlands,,Luipaard,"Herrius, Hendrick"
Netherlands,,,"Doensen, Jan"
Netherlands,,Eendracht,
Netherlands,,Tijdverdrijf,"Lapierre, Michel"
Netherlands,,Goude Poort,"Raes, Claes"
Netherlands,,Indiaan,"Sijmonsz, Pieter"
Netherlands,,Indiaan,"Woutersz, Bartel"
Netherlands,,Africa,"Robbertsz, Willem"
Netherlands,,Zeelandia,"Tant, Foort Gillisz"
Netherlands,,Juffrouw Aletta,"Arel, Jan van"
Netherlands,,Susanna,"Jansz, Waling"
Netherlands,,Profeet Samuel,"Boot, Jan Hendricksz"
Netherlands,1669-08-05T00:00:00Z,Haas,"Post, Theunis"
Netherlands,,Jager,
Netherlands,,,"Janssen, Claes"
Netherlands,1655-02-01T00:00:00Z,Vrede,"Barentsen, Herman"
Netherlands,,Eendracht,"Balck, Jan Jacobsz"
Netherlands,,Middelburg,"Henck, Pieter Pietersz"
Netherlands,,Amsterdam,"Dijck, Gerrit Jansz van"
Netherlands,,Zeven Gebroeders,"Diemense, Jan"
Netherlands,,Vrede,"Klinckert, Dirck Jansz"
Netherlands,,Rebecca,"Vos, Andries Claesz"
Netherlands,,Rotterdam,
Netherlands,,S Jan,"Enst, Gerrit van"
Netherlands,1670-12-04T00:00:00Z,Europa,"Claasz, Jochem"
Netherlands,,Fort Goeree,"Danser, Cornelis Jansz"
Netherlands,,America,"Harder, Hendrik de"
Netherlands,,Alida,"Laurensz, Frederick"
Netherlands,,Alida,"Slocker, Jacob Jansz"
Netherlands,,Zeelandia,"Tant, Foort G"
Netherlands,,Zeelandia,"Blonckebijle, Philip Jan"
Netherlands,,Asia,"Waterdrinker, Willem Sijbrantsz"
Netherlands,,Asia,"Pereboom, Dietmar Jansen"
Netherlands,1671-05-06T00:00:00Z,Prins van Oranje te Paard,"Rasiere, Laurens de"
Netherlands,1671-10-12T00:00:00Z,Goude Poort,"Raes, Claes"
Netherlands,,Zeven Gebroeders,"Diemense, Jan"
Netherlands,1670-12-13T00:00:00Z,Hoop,"Waterdrinker, Willem"
Netherlands,1670-12-13T00:00:00Z,Hoop,"Buijs, Simon Gerritsz"
Netherlands,,Anna,
Netherlands,,Welkomst,"Dijck, Gerrit Jansz van"
Netherlands,,Zonnebloem,"Bloem, Cornelis Cornelisz"
Netherlands,,Liefde,"Witteboom, Daniel"
Netherlands,,Zwarte Arend,
Netherlands,,Gerechtigheid (a) Justitie,"Dijk, Laurens Jansen van"
Netherlands,,Goude Griffioen,"Turner, Ephraim"
Netherlands,,Eendracht,
Netherlands,,Goude Tijger,"Ypen, Jan"
Netherlands,,Tourneur,"Jaspersz, Joris"
Netherlands,,Jager,
Netherlands,,,
Netherlands,,Rotterdam,"Groenevelt, Andries Thomasse"
Netherlands,,S Maria,"Raaven, Claas Pietersen"
Netherlands,,Poelwijk,"Berge, Cornelis"
Netherlands,,Vergulde Ree,"Zwan, Antony Aertsz"
Netherlands,1671-08-15T00:00:00Z,Amsterdam,"Dijck, Gerrit Jansz van"
Netherlands,1671-07-08T00:00:00Z,Aletta Maria,"Arel, Jan van"
Netherlands,,Africa,"Harckesz, Pieter"
Netherlands,,Beurs van Amsterdam,"Balck, Jacob Jansz"
Netherlands,,Meiboom,"Jacobsz, Sicke"
Netherlands,1672-01-27T00:00:00Z,Visser,"Kempsen, Frans"
Netherlands,1672-01-27T00:00:00Z,Visser,"Steurman, Jan"
Netherlands,1672-06-27T00:00:00Z,Gideon,"Gilde, Simon Cornelisz"
Netherlands,,S Maria,"Keijser, Waling Jansz"
Netherlands,,Eendracht,"Vos, Harmen Claesz de"
Netherlands,,Jonge Prins Willem,"Mulder, Jurriaan Thijssen"
