,Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name
2899,Netherlands,,Poelwijk,
2900,Netherlands,1678-11-25T00:00:00Z,Poelwijk,"Bonte, Daniel de"
2901,Netherlands,,Poelwijk,"Ens, Jacob Jansen"
2902,Netherlands,1683-05-15T00:00:00Z,Poelwijk,"Banckert, Joost"
2903,Netherlands,,Poelwijk,"Goons, Andries"
2904,Netherlands,1687-01-31T00:00:00Z,Portugaalse Koopman,"Veltkamp, Jan Hendricksz"
2905,Netherlands,,Postillion,"Langhman, Nicolaes"
2906,Netherlands,,Prins Willem,"Bonte, Daniel de"
2907,Netherlands,1685-10-04T00:00:00Z,Profeet Daniel,"Scot, Juan"
2908,Netherlands,,Profeet Daniel,
2909,Netherlands,,Pijnenburg,"Schepmoes, Abraham"
2910,Netherlands,1698-08-15T00:00:00Z,Pijnenburg,"Valies, Thomas Jansz"
2911,Netherlands,,Pijnenburg,"Winterman, Antonij"
2912,Netherlands,1705-10-04T00:00:00Z,Pijnenburg,"Leeuwen, Dirk van"
2913,Netherlands,,Quinera,"Kock, Dirk Barents"
2914,Netherlands,1701-05-26T00:00:00Z,Quinera,"Eijck, Michiel Joosten van"
2915,Netherlands,,Quinera,"Ditmarsen, Christiaan Sijmensz van<br/> Geffen, Arent van"
2916,Netherlands,1706-03-23T00:00:00Z,Quinera,"Reijniersz, Wouter"
2917,Netherlands,1709-02-10T00:00:00Z,Quinera,"Geffen, Arent van"
2918,Netherlands,,Rachel,"Hincke, Pieter Gijsbertsz"
2919,Netherlands,,Rachel,"Hincke, Pieter Gijsbertsz"
2920,Netherlands,,Rachel,"Eijck, Michiel Joosten van"
2921,Netherlands,1699-04-04T00:00:00Z,Rachel,"Eijck, Michiel Joosten van"
2922,Netherlands,,Rachel,"Prop, Pieter<br/> Visser, Jacob Corsz"
2923,Netherlands,,Rode Leeuw (a) Johanna,"Tange, Antheunis"
2924,Netherlands,,Roomse Keizer,"Martensz, Andries<br/> Visser, Jacob Corsz"
2925,Netherlands,,Roomse Keizer,"Rijk, Willem Robbertsz"
2926,Netherlands,,Rosenburg (a) Rosenborg,"Muller, Erasmus"
2927,Netherlands,,Rotterdam,"Claessen, Harmen"
2928,Netherlands,,Rotterdam,"Egmont, Jan Cornelisz van<br/> Leeuw, Mathijs van der"
2929,Netherlands,1685-11-08T00:00:00Z,Rotterdam,"Vos, Harmen Claesz de"
2930,Netherlands,,Rusthof,"Forsburg, Jan<br/> Brest, Jan"
2931,Netherlands,,Rusthof,"Wassenaer, Hendrik<br/> Barnaer, Hendrik<br/> Schouwenburg, Jean"
2932,Netherlands,,Rusthof,"Lankvelt, Francois van"
2933,Netherlands,,Rusthof,"Boone, Cornelis"
2934,Netherlands,1733-11-21T00:00:00Z,Rusthof,"Bovenmans, Anthony<br/> Theunissen, Willem"
2935,Netherlands,,Salamander,"Dijck, Gerrit Jansz van"
2936,Netherlands,,Salamander,"Groenewolt, Thomas<br/> Doelen, Claas"
2937,Netherlands,1688-07-20T00:00:00Z,Samaritaan,"Willemsen, Marinus"
2938,Netherlands,,Sara,"Dronker, Jan"
2939,Netherlands,1688-01-22T00:00:00Z,Sara en Maria,"Coster, Sijmon Sijmonsz"
2940,Netherlands,,Sem Galei,"Blom, Sijmon<br/> Andriesse, Jan"
2941,Netherlands,,Zeven Gebroeders,
2942,Netherlands,1701-07-20T00:00:00Z,Vergulde Zon,"Salant, Hans Stuart van<br/> Sijmonsz, Christiaen"
2943,Netherlands,1703-08-25T00:00:00Z,Vergulde Zon,"Visser, Jacob Corsz<br/> Bleeker, Samuel"
2944,Netherlands,,Vergulde Zon,"Strijd, Jan Jorisz"
2945,Netherlands,1707-09-02T00:00:00Z,Vergulde Zon,"Verhoeven, Jacob<br/> Schot, Adriaan"
2946,Netherlands,,Zonnestein,"Croon, Willem<br/> Michielse, Jacob<br/> Pronk, Hans"
2947,Netherlands,1724-09-03T00:00:00Z,Zonnestein,"Roos, Roelof"
2948,Netherlands,1726-03-07T00:00:00Z,Zonnestein,"Gewelt, Jan Pietersz"
2949,Netherlands,1716-03-08T00:00:00Z,S Andries,"Heijm, Jan van der"
2950,Netherlands,,S Andries,"Heijm, Jan van der"
2951,Netherlands,,S Clara,"Claassen, Herman<br/> Strijd, Jan Jorisz"
2952,Netherlands,1710-08-03T00:00:00Z,S Clara,"Geffen, Arent van<br/> Caagman, Claas"
2953,Netherlands,1712-09-02T00:00:00Z,S Clara,"Strijd, Jan Jorisz"
2954,Netherlands,,S Clara,"Vos, Harmen Claesz de<br/> Moij, Cornelis"
2955,Netherlands,,S Francisco Xavier,"Vos, Jacob Lente"
2956,Netherlands,1681-02-28T00:00:00Z,S Jan,"Pietersz, Reijer"
2957,Netherlands,,S Jan,"Schepmoes, Abraham"
2958,Netherlands,,S Jan,"Stolck, Arent Gijsen van der<br/> Jansz, Huijbert"
2959,Netherlands,1734-04-15T00:00:00Z,S Laurens,"Ovens, Simon"
2960,Netherlands,1736-02-14T00:00:00Z,S Laurens,"Verdoes, Bastiaan"
2961,Netherlands,1713-11-21T00:00:00Z,S Marcus,"Hoeven, Jan van der"
2962,Netherlands,1680-07-25T00:00:00Z,S Pieter,"Gerritsz, Jan"
2963,Netherlands,1727-05-16T00:00:00Z,Stad en Lande,"Haan, Gerrit de"
2964,Netherlands,1729-05-27T00:00:00Z,Stad en Lande,"Haan, Gerrit de"
2965,Netherlands,1732-04-28T00:00:00Z,Stad en Lande,"Mooylieves, Cornelis"
2966,Netherlands,1735-02-17T00:00:00Z,Stad en Lande,"Vlugt, Jan<br/> Smidt, Jan"
2967,Netherlands,1737-04-28T00:00:00Z,Stad en Lande,"Berg, Daniel"
2968,Netherlands,,Stadhouder Friesland,"Hendrix, Arend"
2969,Netherlands,,Steenhuijsen,"Schamp, Jan"
2970,Netherlands,,Steenhuizen,"Hoogdorp, Jan Lambregtsz<br/> Jong, Pieter de"
2971,Netherlands,1729-02-12T00:00:00Z,Steenhuizen,"Hoogdorp, Jan Lambregtsz"
2972,Netherlands,1731-09-28T00:00:00Z,Steenhuizen,"Hoogdorp, Jan Lambregtsz"
2973,Netherlands,1736-12-19T00:00:00Z,Steenhuizen,"Baarspul, Theunis"
2974,Netherlands,,Surinaamse Koopman,"Mol, Gerrit Cornelis"
2975,Netherlands,,'s-Graveland,"Boone, Cornelis"
2976,Netherlands,1675-10-28T00:00:00Z,Tholen,"Couvent, Frederick"
2977,Netherlands,1688-07-15T00:00:00Z,Tholen,"Goons, Andries"
2978,Netherlands,,Vergulde Vrijheid,"Bruijst, Jan<br/> Hincke, Pieter Gijsbertsz"
2979,Netherlands,1718-12-26T00:00:00Z,Vergulde Vrijheid,"Laa, David de"
2980,Netherlands,,Vigilantie,
2981,Netherlands,1707-01-28T00:00:00Z,Vliegende Hert (a) Prinz Eugen,"Vos, Jacob Centsen"
2982,Netherlands,,Vlissings Welvaren,"Teijl, Jacob"
2983,Netherlands,1675-10-25T00:00:00Z,Phenix,"Arel, Jan van<br/> Sijmonsz, Frederick"
2984,Netherlands,,Phenix,"Bonte, Jan"
2985,Netherlands,,Jonge Vogel Phenix,"Banckert, Joost"
2986,Netherlands,,Vrede,"Brasser, Matthijs Laurensz"
2987,Netherlands,,Vrede,"Pets, Daniel"
2988,Netherlands,1704-02-20T00:00:00Z,Vriendschap,"Volle, Jacob"
2989,Netherlands,1690-06-19T00:00:00Z,Vrije Zee,"Langhman, Nicolaes"
2990,Netherlands,1681-03-28T00:00:00Z,Vrijheid,"Dircksz, Michiel"
2991,Netherlands,1683-02-08T00:00:00Z,Vrijheid,"Mondt, Jochem Claasz<br/> Mol, Gerrit Cornelisz"
2992,Netherlands,,Vrijheid,"Star, Gerrit"
2993,Netherlands,1721-11-14T00:00:00Z,Vrijheid,"Buttel, Christoffel de"
2994,Netherlands,,Vrijheid,"Brouwer, Jannes"
2995,Netherlands,,Vrijheid,"Wit, Herman de<br/> Mooylieves, Cornelis"
2996,Netherlands,1732-06-24T00:00:00Z,Vrijheid,"Gewelt, Jan Pietersz"
2997,Netherlands,1734-05-30T00:00:00Z,Vrijheid,"Gewelt, Jan Pietersz"
2998,Netherlands,1736-06-25T00:00:00Z,Vrijheid,"Ovens, Simon"
2999,Netherlands,1730-10-18T00:00:00Z,Waartwijk,"Velde, Daniel ter"
3000,U.S.A.,,Caballero,Huffington
3001,U.S.A.,,Hudson,Clift
3002,Portugal / Brazil,,,
3003,U.S.A.,,Crawford,Brown
3004,Portugal / Brazil,,Trovão,
3005,U.S.A.,,Theopilus Chase,Coffin
3006,,,,
3007,,,S Francisco,
3008,,,Marinero,
3009,U.S.A.,,Dido,Strand
3010,Portugal / Brazil,,União,
3011,Portugal / Brazil,,,
3012,Portugal / Brazil,,Voador,
3013,,,Feliz,
3014,Portugal / Brazil,,Ligeira,"Silveira, Antônio da"
3015,Portugal / Brazil,,Resolução,
3016,Portugal / Brazil,,Dois Irmãos,"Abreu, F F de"
3017,Portugal / Brazil,1840-01-16T00:00:00Z,Esperança,"Mendonça, F J de"
3018,Portugal / Brazil,,Feliz Animoso,"Lima, F S"
3019,Portugal / Brazil,,Duque de Vitória,"Santos, A J dos"
3020,Portugal / Brazil,1840-03-16T00:00:00Z,Paquete de Luanda,"Salgueiro, B F"
3021,Portugal / Brazil,1840-03-16T00:00:00Z,Paquete,"Ferreira, J C"
3022,Portugal / Brazil,1840-03-24T00:00:00Z,Constante,"Guimarães, F M"
3023,Portugal / Brazil,,Leopoldina,"Chaves, A R"
3024,Portugal / Brazil,,Coquete,"Picão, A"
3025,Portugal / Brazil,,Sociedade Feliz,"Francisco, José"
3026,Portugal / Brazil,,Gratidão,"Martins, M"
3027,Portugal / Brazil,,Juliana,"Autino, J"
3028,Portugal / Brazil,,Graciosa Vingativa,"Pereira, J"
3029,Portugal / Brazil,1840-01-23T00:00:00Z,Maria Rita,"Ribeiro, Pedro Marques da Silva"
3030,Portugal / Brazil,1840-02-19T00:00:00Z,Formiga,Goncabro
3031,Portugal / Brazil,,S José,"Oliveira, T"
3032,Portugal / Brazil,,Vinte e Quatro de Julho,"Viana, A P"
3033,Portugal / Brazil,,Paquete da Madeira,"Bastos, J"
3034,Portugal / Brazil,,Cospe Fogo,"Silva, A I da"
3035,Portugal / Brazil,,Experiência,"Antônio, Manoel"
3036,Portugal / Brazil,1840-01-22T00:00:00Z,Amélia,"Nonato, Raimundo"
3037,Portugal / Brazil,,Águia,"Lima, Raimundo Antônio de"
3038,Portugal / Brazil,,V de Sá da Bandeira,"Avelar, J S de"
3039,Portugal / Brazil,,Águia,"Lima, Raimundo Antônio de"
3040,,,,
3041,Portugal / Brazil,,Vigilante,
3042,,,Águila,
3043,,,,
3044,,,,
3045,,,,
3046,Portugal / Brazil,,Gabriel,
3047,Spain / Uruguay,,Jesús María,"Ruíz, Lorenzo"
3048,Portugal / Brazil,,Jacinto,
3049,Portugal / Brazil,,,
3050,Portugal / Brazil,,Estrela,
3051,Portugal / Brazil,,,
3052,Portugal / Brazil,,Montecu (a) Volador,
3053,Portugal / Brazil,,Vênus (a) Duquesa de Bragança,"Barbosa, José"
3054,Portugal / Brazil,1841-01-03T00:00:00Z,Segunda Rosália,"Peirano, Francisco"
3055,,,,
3056,,,Corina,"Galindez, F"
3057,,,,
3058,Portugal / Brazil,,Três de Fevereiro,
3059,Portugal / Brazil,,Pampeiro,
3060,Portugal / Brazil,,Gabriel,"Pereira, Antônio da Costa"
3061,Portugal / Brazil,,Paquete do Porto,
3062,Portugal / Brazil,,Trovão,
3063,Portugal / Brazil,,Águila,
3064,Portugal / Brazil,,Três de Fevereiro,
3065,Portugal / Brazil,1841-04-01T00:00:00Z,Estrela do Cabo,"Pimenta, Manoel José"
3066,Portugal / Brazil,,Aurélia,
3067,,,Paz,
3068,Portugal / Brazil,,Voador (a) Escorpião,
3069,Spain / Uruguay,,Matancera,
3070,Portugal / Brazil,,Vênus (a) Duquesa de Bragança,
3071,Portugal / Brazil,,Trovão,
3072,,,,
3073,Portugal / Brazil,1840-07-29T00:00:00Z,Paquete de Benguela (a) Idália,"Nunes, F P"
3074,,,,
3075,Portugal / Brazil,,Asseiceira,"Melão, A"
3076,,,Deseada,
3077,Portugal / Brazil,,Sociedade,
3078,,,Tentador,"Araújo, Manoel Francisco Antônio de"
3079,,,Mariana,
3080,Portugal / Brazil,1840-07-28T00:00:00Z,Belona,"Souza, J F da"
3081,Portugal / Brazil,1841-01-19T00:00:00Z,Dois de Fevereiro,"Silva, Ezequiel Gomes da"
3082,,,,
3083,,,Ana,
3084,U.S.A.,,Pilgrim,"Hill, J M"
3085,Portugal / Brazil,,Vencedora Feliz,"Araújo, José Pinto de"
3086,Portugal / Brazil,1840-08-30T00:00:00Z,Josefina,"Ribeiro, Francisco José"
3087,Portugal / Brazil,1840-09-12T00:00:00Z,Flor de Luanda,"Reis, A dos"
3088,Portugal / Brazil,1840-08-29T00:00:00Z,Estrela do Cabo,"Fontes, Joaquim Maria Pereira"
3089,U.S.A.,,Pilgrim,"Hayley, J"
3090,Portugal / Brazil,1840-08-11T00:00:00Z,NS da Conceição de Maria,"Costa, J P da"
3091,Portugal / Brazil,,D Manoel de Portugal,
3092,Portugal / Brazil,1840-05-02T00:00:00Z,Tejo,"Gomes, Joaquim Pedro"
3093,Portugal / Brazil,,Fortuna de África,
3094,,,Bela Maravilha,
3095,,,Dois de Abril,
3096,,,Dois de Abril,
3097,,,Dois de Abril,
3098,,,Dois de Abril,
3099,,,Boa Nova,
3100,,,Boa Nova,
3101,Portugal / Brazil,1840-01-15T00:00:00Z,Nereida,"Coelho, Luís José"
3102,,,Nereida,
3103,,,Nereida,
3104,,,S Joãozinho,
3105,,,Nove Irmãs,
3106,Portugal / Brazil,,Ânimo Grande,
3107,Portugal / Brazil,,Quatro de Março,
3108,,,Saudade,
3109,,,Esperança,
3110,Portugal / Brazil,1840-11-03T00:00:00Z,Dois Amigos,"Santos, Joaquim dos"
3111,,,Carolina,
3112,Portugal / Brazil,,Doze de Outubro,
3113,,,Generoso,
3114,,,Carolina,
3115,Portugal / Brazil,1840-08-16T00:00:00Z,Andorinha,
3116,Portugal / Brazil,1840-08-17T00:00:00Z,S José,
3117,Portugal / Brazil,,Águia,"Lima, Raimundo Antônio de"
3118,,,Amália,
3119,Portugal / Brazil,1840-11-11T00:00:00Z,Espadarte,"Braga, José dos Santos"
3120,Portugal / Brazil,1840-09-12T00:00:00Z,Pacífico,"Antunes, Antônio"
3121,Portugal / Brazil,,NS da Conceição de Maria,
3122,Portugal / Brazil,,Paquete de Luanda,
3123,Portugal / Brazil,1841-02-03T00:00:00Z,União,"Silva, Henrique José Vieira da"
3124,Portugal / Brazil,1841-01-14T00:00:00Z,S Manoel Augusto,
3125,Portugal / Brazil,,Oliveira,
3126,Portugal / Brazil,1841-04-18T00:00:00Z,Flor do Tejo (a) Andorinha,"Silva, J R da"
3127,Portugal / Brazil,,NS das Dores,"Vieira, M A"
3128,Portugal / Brazil,,Juliana,"Antônio, Quirino"
3129,Portugal / Brazil,,Picão,"Picão, A"
3130,Portugal / Brazil,,Virtude União,"Pereira, Simão"
3131,Portugal / Brazil,,Graciosa Vingativa,"Manoel, J"
3132,,,Nosotros (a) Fortuna,Elordiu
3133,Portugal / Brazil,,Segunda União,
3134,Portugal / Brazil,,Três de Fevereiro,"Silva, Antônio"
3135,,,,
3136,,,Vênus (a) Duquesa de Bragança,
3137,Spain / Uruguay,1842-01-04T00:00:00Z,Aurelia Felix,"Cuhna, Manuel Jose<br/> Silva, Manoel de Jesus"
3138,,,,
3139,Portugal / Brazil,,Paz,
3140,Spain / Uruguay,,,
3141,,,,
3142,,,,
3143,,,Voador,
3144,,1842-03-18T00:00:00Z,Aracati,"Fernandes, Manoel José"
3145,,,,
3146,Portugal / Brazil,,Apolo,"Datala, N"
3147,Portugal / Brazil,,Picão,"Picão, A"
3148,Portugal / Brazil,,Maria Carlota,
3149,U.S.A.,,,
3150,Portugal / Brazil,,Oriente,
3151,,1842-03-08T00:00:00Z,Nove Irmãos,
3152,Portugal / Brazil,,,"Silva, Ezequiel Gomes da"
3153,Portugal / Brazil,,S Luzia,
3154,,,,
3155,Portugal / Brazil,,,
3156,Portugal / Brazil,,Mariana,
3157,Denmark / Baltic,,,
3158,Denmark / Baltic,,,
3159,Portugal / Brazil,1842-02-14T00:00:00Z,Esperança,
3160,Portugal / Brazil,,,
3161,Portugal / Brazil,,,
3162,Portugal / Brazil,,,
3163,Portugal / Brazil,,Rosa,
3164,Portugal / Brazil,,Águia,"Lima, Raimundo Antônio de"
3165,Portugal / Brazil,,Ferme,"Souza, J P"
3166,Portugal / Brazil,,General Espartero,"Silva, J M da"
3167,Portugal / Brazil,,Águia,
3168,Portugal / Brazil,,S José,"Ferreira, Policarpo Luís Gonçalves"
3169,Portugal / Brazil,,Viajante Feliz,"Gomes, J A"
3170,Portugal / Brazil,,,
3171,Portugal / Brazil,1842-01-24T00:00:00Z,Pernambuco,"Costa, J P da"
3172,Portugal / Brazil,,Rainha dos Anjos,
3173,Portugal / Brazil,,Paquete da Madeira,"Rodrigues, A J"
3174,Portugal / Brazil,,Duque de Bragança,"Ribeiro, J I"
3175,Portugal / Brazil,,Picão,"Derizano, Benito"
3176,,,Emília,
3177,Portugal / Brazil,,Júpiter,
3178,,,Pescador,
3179,,,Boa Nova,
3180,,,Nove Irmãs,
3181,,,Carolina,
3182,,,Constante,
3183,,,Dois de Abril,
3184,,,Heroína,
3185,,,Flor do Cabo,
3186,,,Nereida,
3187,,,,
3188,,,,
3189,,,Temerário,
3190,,,Sólon,
3191,Denmark / Baltic,,,
3192,,,Feliz Navegante,
3193,Portugal / Brazil,,Graciosa Vingativa,"Sabino, J"
3194,Portugal / Brazil,,Brilhante,"Santos, O J"
3195,Spain / Uruguay,,Roldan (a) Emilia,"Martinez, J"
3196,Spain / Uruguay,,Volador (a) Último,Gijon
3197,,,Huracán,"Roig, Gaspar"
3198,Spain / Uruguay,,Segunda Palmira,"Eguiguira, T."
3199,Spain / Uruguay,,Mariano,"Cortina, Juan Bautista"
3200,,,,
3201,Spain / Uruguay,,Segunda Palmira,
3202,Portugal / Brazil,,Leopoldina,"Assunção, Joaquim José de"
3203,Portugal / Brazil,1842-11-09T00:00:00Z,Domingas,
3204,,,Andorinha,
3205,,,Navegante,
3206,,,Dois Cavalos,
3207,,,Marquês de Maricá,
3208,Portugal / Brazil,,Bela Maravilha,
3209,,,S Antônio,
3210,,,Despique,
3211,Portugal / Brazil,,Tentador,
3212,,,Empreendedora,
3213,,,Empreendedora,
3214,,,Generoso,
3215,,,Cuine,
3216,,,Maria Segunda,
3217,Portugal / Brazil,,Paquete,
3218,,,Baleeira,
3219,Portugal / Brazil,,Tejo,
3220,Portugal / Brazil,,Picão,
3221,Portugal / Brazil,,Viajante Feliz,
3222,Portugal / Brazil,,Bonfim,
3223,Portugal / Brazil,,Graciosa Vingativa,
3224,Portugal / Brazil,,Lobo,"Alves, José"
3225,,,,
3226,Spain / Uruguay,,Venganza,"Monet, J"
3227,,,Lieto (a) Dos Hermanos,
3228,Portugal / Brazil,,Empreendedor,
3229,,,,
3230,,,Vencedora (a) Tartaruga,"Coimbra, Manoel José"
3231,,,Marcial,"Ferreira, G"
3232,,,Tentadora,"Torres, S J de"
3233,Portugal / Brazil,,Graciosa Vingativa,"Reis, M F dos"
3234,Portugal / Brazil,,Fúria,"Monteiro, José Soares"
3235,Portugal / Brazil,,Tentadora,"Torres, S J de"
3236,Portugal / Brazil,,Esperança,"Gonçalves, A"
3237,Portugal / Brazil,,Temerário,"Simões, Jesuíno José"
3238,,,NS da Conceição,"Souza, J J de"
3239,Portugal / Brazil,,,
3240,Spain / Uruguay,,,
3241,Spain / Uruguay,,,
3242,Spain / Uruguay,,Constancia,
3243,Spain / Uruguay,,Jacinto,
3244,Spain / Uruguay,,,
3245,Spain / Uruguay,,Escorpion,
3246,Spain / Uruguay,,Maria Forcade,
3247,U.S.A.,,Leda,
3248,Portugal / Brazil,,Graciosa Vingativa,"Luvi, J<br/> Luiz, João"
3249,,,,
3250,Portugal / Brazil,,Tentadora,"Torres, S J de"
3251,Portugal / Brazil,,Atrevido,
3252,,,Rosas,
3253,,,Especulador,
3254,,,Plaia,
3255,,,Alexandre,
3256,,,Despique,
3257,,,Irvina,
3258,,,Rainha dos Anjos,
3259,,,Raia Mariabu,
3260,,,Clemente,
3261,,,,
3262,,,Novo Irmão,
3263,,,Isabel,
3264,Portugal / Brazil,,NS da Conceição de Maria,
3265,,,Júlia,
3266,,,Diligente,
3267,,,Três Irmãos,
3268,,,Descobridor,
3269,Portugal / Brazil,,S José,
3270,,,Duquesa,
3271,,,Marquesa de Palma,
3272,,,Leão,
3273,,,Ana,
3274,,,Aventureiro,
3275,,,Africano,
3276,,,Coimbra,
3277,,,Intrépido,
3278,,,Descobridor,
3279,,,Campista,
3280,Portugal / Brazil,,Relâmpago,"Carvalho, José Antônio de"
3281,,,Zulmira,
3282,Portugal / Brazil,,D Ana de Portugal,
3283,,,Nova Granada,
3284,,,Sociedade Empreendedor,
3285,,,Maria da Glória,
3286,,,Ânimo Grande,
3287,Spain / Uruguay,1819-08-10T00:00:00Z,NS de Regla,"Mazana, Santiago"
3288,Spain / Uruguay,1819-09-18T00:00:00Z,Fabiana,"Garcia, Juan"
3289,Spain / Uruguay,1819-12-10T00:00:00Z,Esperanza,"Puix, Pedro Marti"
3290,Portugal / Brazil,,Cintra,"Hubberd<br/> Munroe, Allen"
3291,Spain / Uruguay,1819-09-30T00:00:00Z,Juanita,"Nunez, J B<br/> Diaz de la Roca, Diego"
3292,Spain / Uruguay,1819-12-11T00:00:00Z,NS de las Nieves (a) Volador,"Lopez, Francisco"
3293,Spain / Uruguay,1820-01-30T00:00:00Z,Francisco,"Onez, Francisco"
3294,Spain / Uruguay,1820-03-02T00:00:00Z,Gazetta,"Tarbo, Mariano"
3295,Spain / Uruguay,1820-10-16T00:00:00Z,NS do Monserrate,"Pasqual, Idriso de<br/> Urioste, Isidro de"
3296,Spain / Uruguay,1821-03-23T00:00:00Z,Ana Maria,"Roche, Juan de la"
3297,Spain / Uruguay,1821-09-05T00:00:00Z,Nueva Virgen,"Macedo, José Benito de"
3298,Spain / Uruguay,1821-09-05T00:00:00Z,NS de Caridad,"Paganos, José"
3299,Spain / Uruguay,,Josefa,"LLarena, Buenaventura"
3300,Portugal / Brazil,1820-01-25T00:00:00Z,S Salvador,"Álvares, José"
3301,Portugal / Brazil,1821-03-24T00:00:00Z,D Eugênia,"Silveira, Manoel José da"
3302,Spain / Uruguay,1822-02-26T00:00:00Z,Joseph,"Cruz, de la"
3303,Spain / Uruguay,1822-04-15T00:00:00Z,Vecua,"Gomez, Vicente"
3304,Spain / Uruguay,,Icanam (a) Ycanam,"Moreira, Antônio"
3305,Spain / Uruguay,1825-03-07T00:00:00Z,Española,"Rodriguez, Francisco Ramon"
3306,Spain / Uruguay,,Segunda Gallega,"Yusna, Andres"
3307,Spain / Uruguay,,Isabelite,
3308,France,,Eclair,"Fleury, Nicholas"
3309,France,,Ceron,"Melager, S"
3310,France,,Henrietta Aimée,
3311,Spain / Uruguay,,Pylades,
3312,Spain / Uruguay,,Feliciana,
3313,France,,Harriette,
3314,U.S.A.,,Zee Bloem,
3315,Spain / Uruguay,,Mágico,"Inza, José"
3316,France,,Cantabre (a) Marie Angélique,"Chemin, Guillaume"
3317,Spain / Uruguay,1825-09-29T00:00:00Z,Segunda Gallega,"Capera, Agustin"
3318,Spain / Uruguay,1825-11-04T00:00:00Z,Clara (a) Clarita,"Munoz, José Perez<br/> Morano, Jozé"
3319,Spain / Uruguay,1825-10-11T00:00:00Z,Ana,"Sierra, Manoel"
3320,Spain / Uruguay,,,
3321,Spain / Uruguay,1822-01-11T00:00:00Z,Rosalia,
3322,Spain / Uruguay,1822-08-19T00:00:00Z,Josefa (a) Maracagerca,"Moyano, Joseph"
3323,Spain / Uruguay,1822-08-27T00:00:00Z,San Rafael,"Chinchureta, Francisco"
3324,Spain / Uruguay,1823-07-03T00:00:00Z,Maria La Luz,"Llobet, Jacinto"
3325,Spain / Uruguay,1823-06-10T00:00:00Z,Conchita,
3326,Spain / Uruguay,1823-09-14T00:00:00Z,Fabiana,"María, Juan Manuel"
3327,Spain / Uruguay,,Maria da Glória,"Fonseca, João José da<br/> Cotarro, José"
3328,Spain / Uruguay,,Relâmpago,"Manzana, Santiago"
3329,Spain / Uruguay,,Conquistador,"Escala, N"
3330,Spain / Uruguay,,Clara,"Puig, J"
3331,Spain / Uruguay,,Chatica,"Rival, R"
3332,Spain / Uruguay,,Conchita,"Suarez, F"
3333,France,,Aimable Henriette,"Marsac, Jean Hervé"
3334,France,,Aimable Henriette,Halma
3335,Spain / Uruguay,,,
3336,Spain / Uruguay,,Isabel,"Blanco, Pedro<br/> Gomez, Vicente"
3337,Spain / Uruguay,1825-11-07T00:00:00Z,Ninfa Habanera,"Puiz y Miro, Jozé"
3338,Spain / Uruguay,1825-12-27T00:00:00Z,Iberia,"Insua, Andres"
3339,Spain / Uruguay,1826-05-20T00:00:00Z,Nicanor,"Grand, José le"
3340,France,1825-09-01T00:00:00Z,Orphee,Coquard
3341,France,1825-09-25T00:00:00Z,Evelina,"Lartigues, Jacques<br/> Bonamy, Constantin"
3342,Spain / Uruguay,,Barbarita,"Blanco, Pedro"
3343,Spain / Uruguay,,Maria Isabel,"Cordell, Baltazar"
3344,Spain / Uruguay,,Mágico,"Ynza, Jose"
3345,Spain / Uruguay,1825-10-06T00:00:00Z,Teresa,"Granell, Francisco"
3346,Spain / Uruguay,,Isabella,
3347,Spain / Uruguay,,Gavilan (a) Feliz (a) Pelican,Zagarra
3348,Portugal / Brazil,,Intrépido,"Herrera, José Antônio<br/> Reynaldo, Francisco"
3349,France,,Alcide,"Terrien, François"
3350,Spain / Uruguay,1826-12-06T00:00:00Z,Paulita,"Ferrera, Antônio"
3351,Spain / Uruguay,1827-02-06T00:00:00Z,Fama,"Miguel, Jozé"
3352,Spain / Uruguay,1827-01-31T00:00:00Z,Emília,"Prendes, Manoel"
3353,France,,Enterprize (a) de Snelheid,"Liautaud, François"
3354,Portugal / Brazil,,Secours,
3355,Spain / Uruguay,1828-01-12T00:00:00Z,Gertrudes,"Suns, Francisco"
3356,Spain / Uruguay,1828-04-14T00:00:00Z,Mosquito (a) Elizabeth,"Rochefort, Bartholomew"
3357,Spain / Uruguay,1828-02-03T00:00:00Z,Feliz Victoria,"Roquer, José"
3358,Spain / Uruguay,,Juan,"Nozedal, Ramon"
3359,Spain / Uruguay,1828-10-30T00:00:00Z,Campeadora,"Prato, Gaspar"
3360,Spain / Uruguay,1828-06-11T00:00:00Z,Emprendador,"Clavell, Ramon"
3361,Spain / Uruguay,,Favorite,
3362,Spain / Uruguay,,Clarita,"Rodriguez, José"
3363,Spain / Uruguay,1829-04-25T00:00:00Z,Panchita,"Romez, Felipe"
3364,Spain / Uruguay,1829-01-29T00:00:00Z,Almirante,"Forgannet, Donato"
3365,France,1828-03-12T00:00:00Z,Fanny,"Lalonde, M<br/> Constantin, Jean"
3366,Spain / Uruguay,,Palmyra,
3367,Spain / Uruguay,,Maria,"Garcia, Idelfoso"
3368,Netherlands,,Martin,
3369,Spain / Uruguay,,Pronta,
3370,Spain / Uruguay,,Comet (a) Estrella,
3371,Spain / Uruguay,,Indagadora,
3372,Spain / Uruguay,1829-10-11T00:00:00Z,Cristina,"Rodriguez, Joaquin<br/> Bertinote, Miguel"
3373,Spain / Uruguay,1829-10-09T00:00:00Z,Octavio,"Roche, Juan"
3374,Spain / Uruguay,1830-03-24T00:00:00Z,Maria de la Concepción,"Comas, Santiago"
