,Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name
17990,Portugal / Brazil,1775-11-18T00:00:00Z,NS da Conceição S Antônio e Almas,"Chelas, Antônio José"
17991,Portugal / Brazil,1775-06-16T00:00:00Z,NS de Guadalupe,"Jardim, José Gomes"
17992,Portugal / Brazil,1775-01-28T00:00:00Z,NS da Lapa e S Antônio,"Oliveira, Antônio de Melo de"
17993,Portugal / Brazil,1775-12-30T00:00:00Z,NS da Lapa e S Antônio,
17994,Portugal / Brazil,1775-05-01T00:00:00Z,NS da Piedade e Almas,"Rosario, Tomás José de"
17995,Portugal / Brazil,1775-10-13T00:00:00Z,NS da Purificação e Almas,"Amado, Manoel da Silva"
17996,Portugal / Brazil,1775-01-09T00:00:00Z,NS de Belém,"Firme, Manoel Caetano"
17997,Portugal / Brazil,1775-11-11T00:00:00Z,NS de Nazaré,"Paiva, João de"
17998,Portugal / Brazil,1775-10-11T00:00:00Z,NS do Carmo e S Luís Gonzaga,"Cruz, José Gabriel"
17999,Portugal / Brazil,1775-12-06T00:00:00Z,NS do Pilar e S José,"Monteiro, Miguel"
18000,France,,Printemps,"Drouet, Jacques"
18001,France,,Victoire,"Luneau, Nicolas"
18002,France,1742-11-18T00:00:00Z,Postillon,"Lonnergan, Jacques"
18003,France,,Marie,"Cantier, Antoine"
18004,France,1742-11-17T00:00:00Z,Vigilant,"Dubuc, Paul"
18005,France,,Néréide,"Rouillé, Antoine"
18006,France,,Expédition,"Laville, Robert"
18007,France,,Prince d'Angole,"Boisseau, Jean"
18008,France,,Fidèle,"Lagere, Pierre-Joseph"
18009,France,,Patriarche Abraham,"Drouillet, François"
18010,France,,Jupiter,"Vallée, Paul-Gédéon"
18011,France,1744-07-20T00:00:00Z,Duc de Bretagne,"De La Bretonnière, Chevalier"
18012,France,,Victoire,"Boutineau, Jacques"
18013,France,,Amiral,"Molard, Richard"
18014,France,,Levrette d'Argenton,"Créach, Pierre<br/> Joullain, Adam"
18015,France,,Duc d'Harcourt,Le Terrier de Clairmont
18016,France,,Henriette,"Mesnard, Pierre"
18017,France,,Hirondelle,"Audibert, Louis"
18018,France,,Marquise de Pompadour,"Petit, Arnaud"
18019,France,,Duc de Penthièvre,"Gourège, Guillaume"
18020,France,,Dromadaire,"Dubuc, Jean-Paul"
18021,France,,Philibot,"Sarrou, Jean"
18022,France,1749-10-16T00:00:00Z,Saint François,"De Bellouan, Pierre"
18023,France,,Liberté,"Castaing, Abel"
18024,France,,Printemps,"Raboteau, Jean"
18025,France,,Nymphe,"Robard, Jean"
18026,France,,Amitié,"Lasserre, Jean"
18027,France,,Diane,"Auvray, David"
18028,France,,Sultane,"Bariteau, Jean"
18029,France,1750-05-19T00:00:00Z,Colibry,"Béyès, Jean-Baptiste"
18030,France,,Prince Henry,"Taillasson, Jean-Laurent"
18031,France,1750-11-28T00:00:00Z,Jeune David,"Sibron, Jean"
18032,France,,Princesse de Cabinde,"Briol, Antoine"
18033,France,1750-12-28T00:00:00Z,Intrépide,"Auger, Jean"
18034,France,,Postillon,"Lonnergan, Jacques"
18035,France,,Espoir,"De Belouan, Pierre"
18036,France,,Colibri,"Beyès, Jean-Baptiste"
18037,France,,Imprévu,"Allard, Etienne"
18038,France,,Mafouque,"Dutasta, Jean"
18039,France,,Princesse de Cabinde,"Briol, Antoine"
18040,France,,Angeronne,"Audibert, Louis"
18041,France,,Prince Noir,"Robert, Etienne"
18042,France,,Saint Pierre,"Raboteau, Jean"
18043,France,,Levrette,"Viviat, Louis"
18044,France,,Saint Vincent,"Dolhonde, Pierre"
18045,France,,Union,"Legal, Jean"
18046,France,,Garonne,"Castaing, Abel"
18047,France,,Aimable,"Lasserre, Jean-Baptiste"
18048,France,,Pucelle,"Lasserre, Pierre"
18049,France,,Vestale,"Lagere, Joseph"
18050,France,,Dauphin,"Rocher, Jean-Baptiste"
18051,France,,Pacifique,"Meyrac, Georges<br/> Beaux"
18052,France,,Porte Aubin,"De Belouan, Pierre"
18053,France,,Prince Noir,"Testas, Guillaume"
18054,France,,Palme,"Delisle, Rossal"
18055,France,,Prince de Juda,"Robert, Etienne"
18056,France,,Aimable,"Raboteau, Isaac-Constant"
18057,France,,Comète,"Beyès, Jean-Baptiste"
18058,France,,Levrette,"Gellineau, Jean"
18059,France,,Intrépide,"Kanon, Jacques<br/> Allard, Etienne"
18060,France,,Heureux,"Bouyries, Jean-Louis<br/> Beyriès, Arnaud"
18061,France,,Solide,"Rozier, Jean Joseph"
18062,France,,Triumvirat,"Barolet, Jean-Baptiste<br/> Chambon, François<br/> Delmestre, Pierre"
18063,France,,Scaramouche,"Patou, Jean-Baptiste"
18064,France,,Marquis de Marigny,"La Coudray, Jean<br/> La Coudray, Michel"
18065,France,,Prince Noir,"Gellineau, Jean<br/> Monconseil, Daniel<br/> Gignoux, Raymond"
18066,France,,Légère,"Fatin, Jean-Baptiste<br/> Chauvet, Antoine"
18067,France,,Suffisant,"Robert, Etienne<br/> Bertrand, Thomas<br/> Chastel, Jacob"
18068,France,,Printemps,"Denugon, Elie<br/> Robert, Pierre Samuel<br/> Dumas, Laurent"
18069,France,,Liberté,"Audebert, Daniel<br/> Garnier, Michel<br/> Hardy, Henry"
18070,France,,Marquis de Marigny,"Rozier, Jean<br/> Coudraye, Michel<br/> Lemaire, Nicolas Charles"
18071,France,,Revanche,"Robert, Etienne<br/> Bertrand, Robert<br/> Cambon, Antoine David"
18072,France,,Triton,"Coudein, Jean<br/> Meyronet, Joseph"
18073,France,,Aimable Marie,"Allard, Etienne<br/> Chevillard, Fleury"
18074,France,,Roi Midas,"Chastel, Jacob<br/> Venot, Pierre"
18075,France,,Roi de Cabinde,"Kanon, Jacques<br/> Babinot"
18076,France,,Roi de Malimbe,"Montaut, Jean"
18077,France,,Jeune Elisabeth,"De Belouan, Pierre"
18078,France,,Renommée,"Bouyries, Jean-Louis<br/> Augraud, Pierre"
18079,France,,Duc de Duras,"Delage, Michel<br/> Delage, Elie"
18080,France,,Revanche,"Decourt, René<br/> De Queux, Olivier"
18081,France,,Espérance,"Denugon, Elie<br/> Habrad, Elie"
18082,France,,Conquérant,"Delzolliès, Jean<br/> Hubert, François"
18083,France,,Nouvelle Côte d'Or (a) Le Vaillant,"De Naguet, Pierre<br/> Delahaye, Pierre<br/> Campion, François"
18084,France,,Glaneur,"Lardin, Pierre<br/> Gariteau, Louis Daniel"
18085,France,,Roi Midas,"Chastel, Jacob<br/> Compère, François"
18086,France,,Vaillant,"Jalineau, François"
18087,France,,Saint Nicolas,"De l'Isle, Balai<br/> Boybelland de La Chapelle"
18088,France,,Côte d'Or,"Chevillard, Fleury<br/> Gélineau, Jean"
18089,France,,Aimable Marie,"Allard, Etienne<br/> Babinot, Antoine"
18090,France,,Bussac,"Castaing, François"
18091,France,,Voltigeur,"Coudray, Joseph"
18092,France,,Grand Mafouque,"Barolet, Jean-Baptiste"
18093,France,,Heureuse Paix,"Camaroque, Mathieu<br/> Lenezet, Jacques"
18094,France,,Vaillant,"Lemonnier, Jacques<br/> Campion, François"
18095,France,,Salomon,"Massey de Breban, Nicolas"
18096,France,,Renommée,"Delmestre, Pierre Hyacinthe"
18097,France,,Naïade,"Castaing, Abel<br/> Detchetto, Jean Baptiste"
18098,France,,Duc de Duras,"Delage, Michel<br/> Delage, Elie"
18099,France,,Saint Nicolas,"De Belouan, Pierre<br/> Maupetit<br/> Le Bret"
18100,France,,Affrique,"Lehir, François<br/> Lacoste, Elie"
18101,France,,Conquérant,"Delzolliès, Jean"
18102,France,,Roi Midas,"Deshayes, Pierre"
18103,France,,Revanche,"Chevillard, Fleury"
18104,France,,Mangoff,"Kanon, Jacques (Jules?)"
18105,France,1770-06-15T00:00:00Z,Amphitrion,"Coudein, Joseph"
18106,France,,Fortune,"Castaing, François"
18107,France,,Pyrrha,"Chastel, Jacob<br/> Raymond"
18108,France,,Glaneur,"Denugon, Elie"
18109,France,,Ameriquaine,"Langlois, Jean"
18110,France,,Aimable Marie,"Babinot, Antoine"
18111,France,1771-07-18T00:00:00Z,Chartrons,"Carles, François-Xavier"
18112,France,1772-04-30T00:00:00Z,Utile,"Castaing, Abel"
18113,France,,Revanche,"Saleau, Pierre"
18114,France,,Fortune,"Castaing, François"
18115,France,,Affricaine,"Delmestre, Pierre"
18116,France,,Conquérant,"Delzolliès, Jean"
18117,France,,Aimable Thérèse,"Villeneuve, Jean"
18118,France,,Pyrrha,"Barolet, Jean-Baptiste"
18119,France,,Roi Midas,"Gabaude, Jean"
18120,France,,Marabou,"Chauvet, Antoine"
18121,France,1772-07-16T00:00:00Z,Deucalion,"Lardin, Pierre"
18122,France,,Glaneur,"Denugon, Elie"
18123,France,1773-03-05T00:00:00Z,Aimable Marie,"Babinot, Antoine"
18124,France,,Furet,"Migeonnet, Jean"
18125,France,,Père,"Lamun, Dominique"
18126,France,,Nairac,"Chevillard, Fleury"
18127,France,,Gambie,"Carles, François-Xavier"
18128,France,,Amphitrite,"Camaroque, Mathieu"
18129,France,,Courageux,"Compère, François"
18130,France,,Traiteur,"Duhard, Arnaud"
18131,France,,Jeune Pierre,"Villeneuve, Jean"
18132,France,,Utile,"Gabaude, Pierre"
18133,France,,Patriote,"Saleau, Jean"
18134,France,,Fortune,"Lemaire, Jean"
18135,France,,Fortune,"Saleau, Pierre"
18136,France,,Rivière d'Ambris,"Morin, Antoine"
18137,France,,Constant,"Delzolliès, Jean"
18138,France,,Affricaine,"Delmestre, Pierre"
18139,France,,Vigilante,"Richard, Jacques"
18140,France,,Actif,"Denugon, Elie"
18141,France,,Vigilant,"Barolet, Jean-Baptiste"
18142,France,,Hector,"Lamun, Dominique"
18143,France,,Econome,"Duhart, Arnaud"
18144,France,,Hiver,"Dumas, Elie"
18145,France,,Nairac,"Babinot, Antoine"
18146,France,,Trudaine,"Carles, Francois-Xavier"
18147,France,,Eté,"Lamarque, Jean"
18148,France,,Noir,"Gabaude, Jean"
18149,France,,Saint Michel,"Demichel, Pierre-Paul"
18150,France,,Pactole,"Chevillard, Fleury"
18151,France,,Utile,"Demontis, Pierre-Paul"
18152,France,,Jeanne Agathe,"Dudemaine Quemper, François-Isaac"
18153,France,,Constant,"Castagnet, Arnaud"
18154,France,,Vaillant,"Brugevin, Joseph"
18155,France,,Fortune,"Saleau, Pierre"
18156,France,,Patriote,"Saleau, Jean"
18157,France,1777-03-17T00:00:00Z,Amphitrite,"Camaroque, Mathieu"
18158,France,,Hector,"Lamun, Dominique"
18159,France,,Bénévole,Gramont
18160,France,,Jeanne Victoire,"Montaut, Jean"
18161,France,,Victorieux,"Chicou Saint-Bris, Benoît"
18162,France,,Conduite de Dieu,"Sylvius, Jean"
18163,France,,Victoire,"Delmestre, Pierre"
18164,France,,Économe,"Duhart, Arnaud"
18165,France,1778-02-17T00:00:00Z,Pactole,"Chevillard, Fleury"
18166,France,,Duchesse de Chartres,"Guilley, Etienne"
18167,France,,Utile,"Demontis, Pierre-Paul"
18168,France,,Econome,"Duhart, Arnaud"
18169,France,,Nairac,"Babinot, Antoine"
18170,France,,Vigilance,"Garnier, Michel"
18171,France,1784-02-13T00:00:00Z,Pactole,"Van Alstein, Pierre-Ignace-Lievin"
18172,France,,Constance,"Giron, B-Auguste<br/> Sanctos"
18173,France,,Ami au Besoin,"Gourrège, Paul"
18174,France,1784-04-28T00:00:00Z,Aimable Thérèse,"Langlois, Pierre<br/> Lardic, François"
18175,France,,Lys,"Dubois, Vincent"
18176,France,,Séduisant,"Lefebvre, Jean-Marie"
18177,France,,Blouin,"Morin, Antoine"
18178,France,1784-03-20T00:00:00Z,Duchesse de Polignac,"Ozelle, Charles"
18179,France,,Jolie Henriette de Ribeaucourt,Le Breton de la Vieuville
18180,France,1785-03-14T00:00:00Z,Victoire,"Michel, Jean<br/> Rouillard"
18181,France,,Bienfaisant,"Camaroque, Mathieu"
18182,France,,Maréchal de Mouchy,"Gramont, Barthélémy"
18183,France,,Embuscade,"You, Jean"
18184,France,,Bonne Union,"Dihins, Bernard"
18185,France,,Licorne,"Brugevin, Joseph"
18186,France,,Utile,"Demontis, Pierre-Paul"
18187,France,,Dauphin Royal,"Chambert, Antoine"
18188,France,,Colibri,"Labat, Jean-Léon"
18189,France,,Jeune Louise,"Bordage, J-B"
18190,France,,Séduisant,"Lefebvre, Jean-Marie"
18191,France,,Nairac,"Chevillard, Fleury"
18192,France,,Lys,"Saleau, Jean"
18193,France,,Jeune Louise,"Bordage, Jean-Baptiste"
18194,France,,Désirée,"Garnier, Jacques"
18195,France,,Tapageur,"Ducros, Jean-Jacques"
18196,France,,Roi de Juda,"Senat, Jean<br/> Barabé, Jean-Pierre"
18197,France,,Gustave Adolphe,"Marc, Pierre-Charles"
18198,France,1785-08-16T00:00:00Z,Furet,"Gaborit, Jacques"
18199,France,,Fanny,"Salau, Pierre"
18200,France,,Léger,"Labat, Jean-Léon"
18201,France,,Vainqueur,"Delaunay, Pierre"
18202,France,,Actif,"Taudin, Arnaud"
18203,France,,Galathée,"Salau, J"
18204,France,,Zizette,"Gourrège, Pierre"
18205,France,,Reine de Juda,Lamorinière. Joseph
18206,France,,Joujou,"Cousse, Jacques"
18207,France,,Roi de Salem,"Grandmaison, François"
18208,France,,Franchise,Gillibert
18209,France,,Pourvoyeuse,"Bedout, Jacques"
18210,France,1786-07-05T00:00:00Z,Anne Julie,"Lavardens, Jean"
18211,France,,Clary,"Fontenelle, de"
18212,France,,Pactole,"Rabot<br/> Dorlean, J-B"
18213,France,1786-05-24T00:00:00Z,Bonne Union,"Ducros, J-J"
18214,France,,Deux Sophies,"Saliz, Thibaut-Simon"
18215,France,,Blouin,"Amiaud<br/> Morin, Antoine"
18216,France,,Darcy,Chambert
18217,France,,Utile,Demontis
18218,France,,Horizon,"Balguerie, Jean"
18219,France,,Aigle,Babinot
18220,France,,Paquebot de Bourbon,"Wuibert, J-B"
18221,France,,Courrier d'Afrique,"Lemoine, J-L<br/> Marche"
18222,France,,Bonne Union,"Saleau, J"
18223,France,1788-03-05T00:00:00Z,Pegase,"Belhomme, Louis<br/> Houdier"
18224,France,,Séduisant,"Lefebvre, J-M"
18225,France,1788-03-06T00:00:00Z,Olympe,"Despiet, Nicolas"
18226,France,,Désirée,"Garnier, Michel"
18227,France,1788-03-23T00:00:00Z,Duc de Normandie,Lourde
18228,France,1788-01-15T00:00:00Z,Saint Denis,"Voisin, Marin"
18229,France,1787-02-24T00:00:00Z,Aimable Julie,"Launay, P de"
18230,France,,Licorne,"Brugevin, Joseph"
18231,France,1787-07-09T00:00:00Z,Résolue,Chausseau
18232,France,,Marie Victoire,"Géraud, Jacques-Élie"
18233,France,1787-09-25T00:00:00Z,Marquis de Bouillé,"Chevillard, Fleury"
18234,France,1788-01-14T00:00:00Z,David,Camaroque
18235,France,1789-01-18T00:00:00Z,Euphrasie,"Labat, Joao Leao"
18236,France,1789-03-06T00:00:00Z,Imposant,"Fermirot, Jacques"
18237,France,1787-08-05T00:00:00Z,Gagne Petit,"Ducros, J-J"
18238,France,1788-01-07T00:00:00Z,Arada,"Desmartis, Jean"
18239,France,,Union,"André, J"
18240,France,1787-09-27T00:00:00Z,Gustave Adolphe,"Boresdon, Jean-Antoine"
18241,France,1788-05-10T00:00:00Z,Anne Julie,"Lavardens, Alexandre"
18242,France,1789-01-02T00:00:00Z,Petite Dorade,"Lauratet, J<br/> Dumas"
18243,France,1787-12-07T00:00:00Z,Aimable Cécile,"Cadet, Jean Boichon"
18244,France,,Aimable Suzette,Laperche
18245,France,1788-11-22T00:00:00Z,Utile,"Demontis, Pierre-Paul"
18246,France,,Six Soeurs,"Harismendy, Antoine<br/> Marche"
18247,France,1788-09-18T00:00:00Z,Manette,"Cousse, Jacques"
18248,France,1788-05-08T00:00:00Z,Marie Victoire,Geraud
18249,France,1789-02-23T00:00:00Z,Jeune Françoise,"Garré, André"
18250,France,1788-03-18T00:00:00Z,Jeune Cécile,"Grellet, François"
18251,France,,Brillant,"Lemaître, Louis"
18252,France,1788-12-16T00:00:00Z,Bonne Union,"Catéfort, Fr"
18253,France,,Argonaute,"Arthaud, Mathieu"
18254,France,1789-04-01T00:00:00Z,Séduisant,"Sautet, Gérard"
18255,France,1788-06-18T00:00:00Z,Aimable Flore,"Delaunay, P"
18256,France,1789-02-06T00:00:00Z,Mimi,"Gourrège, Pierre"
18257,France,,Nécessaire,"Bourbon, Jacques<br/> Duplantier"
18258,France,1789-10-03T00:00:00Z,Chorebe,"Pourcin, Jean"
18259,France,,Emilie,"Babinot, A"
18260,France,,Père de Famille,"Le Duc, Jean-Marie"
18261,France,1789-07-16T00:00:00Z,Joujou,"Salomon, Jacques"
18262,France,1789-08-15T00:00:00Z,Ville de Bordeaux,"Abeille, Joseph<br/> Duranteau, Jacques"
18263,France,,Aimable Théodore,"Bechier, Jean<br/> Morrand"
18264,France,,Zizette,"Salis, Thibaud-Simon"
18265,France,,Nouvelle Désirée,"Garnier, Michel"
18266,France,,Baron Lefort,"Gourrège, Aman"
18267,France,1789-07-26T00:00:00Z,Coureur,"Ducros, J-J"
18268,France,,Jeune Piriou,"Luneau, Daniel"
18269,France,,Horizon,"Babinot, Ant"
18270,France,,Vicomte d'Urtubie,"Descombes, Martial"
18271,France,,Honorine,"Duffourg, J"
18272,France,,Fille Unique,"Fontenelle, Louis-Bernard"
18273,France,,David,"Camaroque, M"
18274,France,1789-09-26T00:00:00Z,Esmangart,"Montaut, Chevalier de"
18275,France,,Patrie,"Voisin, Marin"
18276,France,,Hypolite,"Boissière, Jean"
18277,France,,Sans Pareil,"Seignac, Jean"
18278,France,,Bonne Marie,"Renard, J"
18279,France,,Six Soeurs,"Guitet, Jean"
18280,France,1790-01-24T00:00:00Z,Prince de Poix,"Moustey, Joseph"
18281,France,,Union,"Desse, Pierre"
18282,France,,Agréable,"Michel, Alexis"
18283,France,1790-03-27T00:00:00Z,Activité,"Deshayes, Ch"
18284,France,,Saint André,"Dumas, André"
18285,France,,Nymphe,"Lucadou, J"
18286,France,,Mangoff,"Lavardens, Alexandre"
18287,France,,Galathée,"Digard, J-B<br/> Arqué"
18288,France,,Elisabeth,"Lartigau, P"
18289,France,,Comte de Toulouse,"Gourrège, Joseph"
18290,France,,Bonne Union,"Catefort, François"
18291,France,,Chasseur,"Le Gouardon, Louis-Maurice"
18292,France,1790-11-21T00:00:00Z,Belle Arsène,"Darribeau, Léon"
18293,France,,Bourbon,"Delaunay, Pierre"
18294,France,1790-10-15T00:00:00Z,Paquebot Numero 4,"Coriolis, Gabriel de"
18295,France,,Nelée,"Brian, J (Jeune)"
18296,France,,Duc de Normandie,"Patrouilleau, Pierre"
18297,France,,Découverte (a) Descubierta,"Rousse, Pierre-Nicolas"
18298,France,,Utile,"Grenot, Pierre"
18299,France,1790-11-24T00:00:00Z,Mimy,"Sers, Jean-David"
18300,France,1790-11-24T00:00:00Z,Résolution,"Seguin, J-B"
18301,France,,Delphine,"Geraud, J-E"
18302,France,,Aigle,"Briou, Joachim"
18303,France,,Nestor,"Lemperière, Fr<br/> Noel"
18304,France,1790-09-10T00:00:00Z,Séduisant,"Sautet, Gérard"
18305,France,,Manette,"Cousse, Jacques"
18306,France,,Monetatty,"Gourrège, Pierre"
18307,France,,Bonne Henriette,"Jagault, Jean"
18308,France,,Necker,"Corbière, Etienne"
18309,France,,Aimable Nanon,"Mahé, Jacques"
18310,France,,Pauline,"Laperche, Jean-Fr"
18311,France,,Indien,"Despiet, Nicolas"
18312,France,,Jeunes Virginies,"Le Baron, Pierre"
18313,France,,Coureur,"Ducros, J-J"
18314,France,,Nouvelle Constitution,"Artaud, Mathieu"
18315,France,,Gustave Adolphe,"Casteron, Jean"
18316,France,,Fanfan,"Icard, Barthélemy"
18317,France,,Bonne Marie,"Boucherie, Joseph"
18318,France,,Activité,"Saugeon, Jean"
18319,France,,Jeune Caroline,Lemaître
18320,France,,Estime,"Cornin, François<br/> Grasse, Manuel de"
18321,France,,Patriote,"Garré, André"
18322,France,,Émilie,"Babinot, Abraham"
18323,France,1792-04-19T00:00:00Z,Joujou,"Desse, Pierre"
18324,France,,Jany,"Bellier, Raymond"
18325,France,,Nymphe,"Lucadou, J-J"
18326,France,,Ça Ira,"Michel, Alexis"
18327,France,,Amitié,"Laurenty, Jacques"
18328,France,,Fortuné,"Sorey, André"
18329,France,,Jeune Elise,"Neveu, Elie-Thomas"
18330,France,,George,Renard
18331,France,,Prosper,"Mahé, Jacques"
18332,France,,Gustave Adolphe,"Boutin, Pierre"
18333,France,,Émilie,"Soulard, Antoine"
18334,France,,Aimable Nanon,"David, Pierre Yves"
18335,France,,Utile,"Grenot, Pierre"
18336,France,,Aimable Louise,"Le Bas, Louis"
18337,France,,Bien Aimée,Bottentuy
18338,France,,Réparateur,"Sers, D"
18339,France,,Bonne Henriette,"Laperche, F"
18340,France,,Jeune Cécile,Rousseau
18341,France,,Jeunes Virginies,"Le Baron, Ch-Léonard"
18342,France,1793-05-30T00:00:00Z,Pourvoyeuse,"Durand, J-Louis"
18343,France,,Emilie,Dufourg
18344,France,,Gabrielle Chérie,"Chemin, Julien"
18345,France,,Ferdinand,Testas de Gassies
18346,France,,Francoise,"Stuthens, Louis-Elias"
18347,France,1714-02-24T00:00:00Z,Affriquain,"Le Petit, Duval Dumanouard"
18348,France,1713-12-20T00:00:00Z,Dauphine,"Barron, Jacques"
18349,France,1714-08-08T00:00:00Z,Sainte Geneviève,"Vienne, de"
18350,France,1769-01-07T00:00:00Z,Etourdy,"Fayard, Chevalier de"
18351,France,1771-06-01T00:00:00Z,Ecluse,Eyriès
18352,France,,Saint Jean-Baptiste,Abdiel
18353,France,,Moresque,"Gaspart, Nicolas"
18354,France,,Saint Louis,"Truc, Et-Lazare"
18355,France,1715-12-05T00:00:00Z,Marie Françoise,"Houckaert, C"
18356,France,,Solide,"Paterson, Alexandre"
18357,France,,Comte de Toulouse,"Burgh, Edmond"
18358,France,,Pucelle,"Paterson, Alexandre"
18359,France,,Galère du Détroit,"Saincantin, Jean"
18360,France,,Fortune,"Hardouin, Jules"
18361,France,1738-10-02T00:00:00Z,Saint Joseph,"Tuon, Jean"
18362,France,1750-02-05T00:00:00Z,Phénix,"Tuon, P"
18363,France,1750-02-15T00:00:00Z,Flore,"Bart, Pierre"
18364,France,,Jalousie,"Teste, J-B"
18365,France,1751-01-02T00:00:00Z,Samuel Marie,"Maginel, J-B"
18366,France,,Prince de Conty,Rondelle
18367,France,,Hirondelle,"Belin, Pierre"
18368,France,1763-08-20T00:00:00Z,Épreuve,"Brussetyé, Mathurin"
18369,France,1763-08-20T00:00:00Z,Frère et la Soeur,Du Colombier
18370,France,,Princesse de Ligne,"French, Chr"
18371,France,1763-12-29T00:00:00Z,Douce Marianne,"Sauvage, Pierre"
18372,France,,Poste,"Tiphaine, P"
18373,France,,Barbançon,Saujon
18374,France,,Jupiter,Brussetyé
18375,France,,Légère,"French, Chr"
18376,France,,Prince Edouard,Villeneuve
18377,France,,Comtesse de Brionne,"Romain, J-F"
18378,France,,Négrillon,Gaspard
18379,France,,Jupiter,"Brussetyé, Mathurin"
18380,France,,Prince Edouard,Destrain
18381,France,,Comtesse de Brionne,Cucheval
18382,France,,Espérance,Sauvage
18383,France,,Marquis de Brancas,Villeneuve
18384,France,,Espérance,"Sauvage, Pierre"
18385,France,,Comte d'Artois,Juin
18386,France,,Duc de Choiseul,"Morel, Gaspard"
18387,France,,Marquise de Noailles,Du Cossoy
18388,France,,Flore,Franchois
18389,France,,Négrillon,Vauquelin
18390,France,1784-05-03T00:00:00Z,Dame Elisabeth et Victoria,"Vanstabel, François"
18391,France,,Coureur,Boyard
18392,France,,Union,"Perre, J"
18393,France,,Revers,"Morel, Jean-B"
18394,France,1790-03-07T00:00:00Z,Duc d'Orléans,"Marmain, Antoine"
18395,France,1714-04-01T00:00:00Z,Amazone,"Cananville, Maurice de"
18396,France,1715-08-15T00:00:00Z,Elisabeth,Beliveau
18397,France,1719-05-01T00:00:00Z,Entreprise,David (l'Aîné)
18398,France,1716-01-22T00:00:00Z,Saint François,Giraud
18399,France,1716-07-25T00:00:00Z,Duc d'Orléans,"Villers, Chevalier de"
18400,France,1716-10-23T00:00:00Z,Saint Jean Baptiste,"Gaspard, Guillaume"
18401,France,,Ruby,David (l'Aîné)
18402,France,,Maréchal d'Estrées,Le Magnan
18403,France,1718-01-25T00:00:00Z,Saint Joseph,"Gaspard, Guillaume"
18404,France,,Saint François,"Lemaître, Jacques-Romain"
18405,France,,Heureuse Marie,"Lemaître, Jacques-Romain"
18406,France,,Société,"Belin, Pierre"
18407,France,,Marie Gabrielle,"Joffrois, Jean"
18408,France,,Jeanne Gentille,"Barabé, Pierre"
18409,France,1763-11-23T00:00:00Z,Marquise de Brancas,"Godard, Ch"
18410,France,1764-05-22T00:00:00Z,Marie Rose,"Vanier, J"
18411,France,,Angélique,"Vanier, Louis"
18412,France,,Marie Gabrielle,Joffrois
18413,France,,Marquise de Brancas,"Barabé, Pierre"
18414,France,,Prince de Lamballe,Hallay
18415,France,,Marie Gabrielle,Pôtel
18416,France,,Marquise de Brancas,Joffrois
18417,France,,Heureux,Veillard
18418,France,1767-04-10T00:00:00Z,Angélique,Quesney
18419,France,1766-10-24T00:00:00Z,Michodière,Louvet
18420,France,,Côte d'Or,"Naguet Dubost, Chevalier Pierre-Paul de"
18421,France,,Roland,"Lelièvre, Paul"
18422,France,1768-02-05T00:00:00Z,Inconstante,"Guerrier, J-J"
18423,France,,Grec,"Duclos, Fr"
18424,France,,Prince de Lamballe,"Hallay, Nicolas"
18425,France,,Trésorier,"Jore, Fr"
18426,France,,Michodière,"Louvet, Nicolas"
18427,France,,Marquise de Brancas,"Geofroy, Jean"
18428,France,,Grec,"Lemire, Romain"
18429,France,,Trésorier,"Jore, Fr"
18430,France,,Laure,"Lemire, Jean"
18431,France,1770-04-11T00:00:00Z,Marie Magdeleine,"Denaguet Dubosc, de"
18432,France,,Comte de Saint Florentin,"Clément, David"
18433,France,,Adélaïde,Lelièvre
18434,France,,Saint Bernard,"Restout, Grégoire"
18435,France,,Boutin,"Janse, Frédéric"
18436,France,1773-03-01T00:00:00Z,Brune,"Louvet, Nicolas"
18437,France,,Roland,"Duval, Grégoire<br/> Ledain, M"
18438,France,1773-09-30T00:00:00Z,Jeune Armelle,"Restout, Grégoire"
18439,France,1775-05-01T00:00:00Z,Henriette,"Herblin, Charles"
18440,France,1775-01-15T00:00:00Z,Jeune Africain,"Beurier, J-B"
18441,France,,Aimable Geneviève,"Louvet, Nicolas"
18442,France,1775-03-14T00:00:00Z,Brune,"Caillot, Louis-Thibault"
18443,France,,Olivier,Grenguet
18444,France,1776-06-04T00:00:00Z,Pactole,"Restout, G"
18445,France,,Charlote,Letestu
18446,France,1776-12-22T00:00:00Z,Zéphir,"Naguet Dubost, de"
18447,France,1776-12-31T00:00:00Z,Henriette,"Herblin, Charles"
18448,France,,Amitié,"Costé, Ch-G"
18449,France,,Charlote,Letestu
18450,France,1778-11-09T00:00:00Z,Pactole,"Restout, Gr"
18451,France,1783-11-15T00:00:00Z,Bonne Sophie,Buquet
18452,France,,Frère,Granger
18453,France,,Soeur,"Ninon, Fr"
18454,France,1785-02-27T00:00:00Z,Bonne Union,"Hébert, J-B"
18455,France,,Abeille,"Auvray, Augustin"
18456,France,1785-02-10T00:00:00Z,Amitié,"Plet, Ch-Fr"
18457,France,1785-02-27T00:00:00Z,Prince Noir,Ecorcheville
18458,France,,Marie Louise,"Letestu, Pierre"
18459,France,1785-08-19T00:00:00Z,Jeune Sophie,Varnier
18460,France,1785-09-19T00:00:00Z,Alexandre,"Herblin, Ch"
18461,France,1785-10-29T00:00:00Z,Prince Noir,"Leprévôt, J-B<br/> Faurès"
