s,sl,pl,0
http://geovistory.org/resource/i87622,Willem Simonse,has appellation for language,7
http://geovistory.org/resource/i88746,Cornelis Stevensen,has appellation for language,7
http://geovistory.org/resource/i91714,Amon Roulofse,has appellation for language,7
http://geovistory.org/resource/i84896,Pieter Doolhagen,has appellation for language,7
http://geovistory.org/resource/i86690,Jan Nijster,has appellation for language,6
http://geovistory.org/resource/i88130,Coenraad Scheerenberg,has appellation for language,6
http://geovistory.org/resource/i85957,Jan Stoffelsz. Noorberg,has appellation for language,6
http://geovistory.org/resource/i88738,Marinus Commerse,has appellation for language,5
http://geovistory.org/resource/i88692,Jacobus Hendrisz.,has appellation for language,5
http://geovistory.org/resource/i90780,Antonij Corlee,has appellation for language,5
http://geovistory.org/resource/i86921,Jan Kleijnswaager,has appellation for language,5
http://geovistory.org/resource/i85629,Jan Fredriksz Kroon,has appellation for language,5
http://geovistory.org/resource/i89023,Jan Wijbrandsz,has appellation for language,5
http://geovistory.org/resource/i86758,Jan Willemsz Kleijn,has appellation for language,5
http://geovistory.org/resource/i90981,Theunis Bastiaansz de Witt,has appellation for language,5
http://geovistory.org/resource/i90994,Dirk Cornee,has appellation for language,5
http://geovistory.org/resource/i88773,Pieter Volkersz van der Spel,has appellation for language,5
http://geovistory.org/resource/i86717,Andries Andresse,has appellation for language,5
http://geovistory.org/resource/i86693,Leendert Leendertsz,has appellation for language,5
http://geovistory.org/resource/i88856,Anthonij Klingh,has appellation for language,5
http://geovistory.org/resource/i86690,Jan Nijster,had as participant,5
http://geovistory.org/resource/i91136,Bastiaan Heroldt,has appellation for language,5
http://geovistory.org/resource/i84871,Ariaen Crijnsen,has appellation for language,5
http://geovistory.org/resource/i91201,Jan Nicolaas Herold,has appellation for language,5
http://geovistory.org/resource/i84889,Jan Leendersz,has appellation for language,5
http://geovistory.org/resource/i92010,Jan Christiaan Sweijtser,has appellation for language,5
http://geovistory.org/resource/i84972,Isaaq Jansen,has appellation for language,5
http://geovistory.org/resource/i88153,Pieter Matthijssen,has appellation for language,5
http://geovistory.org/resource/i88688,Aarnout Danielsz,has appellation for language,5
http://geovistory.org/resource/i85036,Huijgo van der Slicke,has appellation for language,5
http://geovistory.org/resource/i85060,Frederik van Eijk,has appellation for language,5
http://geovistory.org/resource/i88391,Christiaen Zaedberg,has appellation for language,5
http://geovistory.org/resource/i88384,Dirk Maartensz,has appellation for language,5
http://geovistory.org/resource/i85187,Dominicus Barendsz,has appellation for language,5
http://geovistory.org/resource/i88764,Geleijn Leijnse,has appellation for language,5
http://geovistory.org/resource/i92055,Jan Pollij,has appellation for language,5
http://geovistory.org/resource/i88057,Cornelis Gijze,has appellation for language,5
http://geovistory.org/resource/i87968,Jan Maendecker,has appellation for language,5
http://geovistory.org/resource/i87731,Carel Paleijn,has appellation for language,5
http://geovistory.org/resource/i92098,Jan Jansz. Rotol,has appellation for language,5
http://geovistory.org/resource/i86403,Hendrik Dirksen,has appellation for language,5
http://geovistory.org/resource/i87594,Gilles Callaerd,has appellation for language,5
http://geovistory.org/resource/i86418,Gerrit Willaarts,has appellation for language,5
http://geovistory.org/resource/i87248,Jan Joorisz,has appellation for language,5
http://geovistory.org/resource/i85917,Adriaen Stoffelsen,has appellation for language,5
http://geovistory.org/resource/i86389,Geleijn Janssen Snoek,has appellation for language,5
http://geovistory.org/resource/i86055,Pieter van der Cruijsse,has appellation for language,5
http://geovistory.org/resource/i86131,Fredrik Jansen,has appellation for language,5
http://geovistory.org/resource/i89082,Jonas Guistenburg,has appellation for language,5
http://geovistory.org/resource/i91543,Joseph Corties,has appellation for language,5
http://geovistory.org/resource/i91345,Frans Marinus Wols,has appellation for language,5
http://geovistory.org/resource/i86404,Thomas Andriesz,has appellation for language,4
http://geovistory.org/resource/i88100,Pieter Adriaansz,has appellation for language,4
http://geovistory.org/resource/i89989,Huijbregt Huijbregtse,has appellation for language,4
http://geovistory.org/resource/i89987,Cornelis van Swaanenburg,has appellation for language,4
http://geovistory.org/resource/i88011,Hermanus Cornelisz.,has appellation for language,4
http://geovistory.org/resource/i89950,Adriaan Gillisse,has appellation for language,4
http://geovistory.org/resource/i88029,Teunis Albertsz.,has appellation for language,4
http://geovistory.org/resource/i88034,Jan Franc Willems,has appellation for language,4
http://geovistory.org/resource/i91513,Jacob Leuwen,has appellation for language,4
http://geovistory.org/resource/i88118,Hendrik van Rhaa,has appellation for language,4
http://geovistory.org/resource/i88106,Job Danielsz Punters,has appellation for language,4
http://geovistory.org/resource/i85204,Cornelis Roosentre,has appellation for language,4
http://geovistory.org/resource/i90010,Pieter Sandertsz Heiligendag,has appellation for language,4
http://geovistory.org/resource/i88122,Gerrit Sijkes,has appellation for language,4
http://geovistory.org/resource/i91649,Marinus Kamhooft,has appellation for language,4
http://geovistory.org/resource/i89849,Jan Christoffel Tiede,has appellation for language,4
http://geovistory.org/resource/i89847,Cornelis Jurriaansz.,has appellation for language,4
http://geovistory.org/resource/i91520,Matthijs Wijnants,has appellation for language,4
http://geovistory.org/resource/i88167,Willem Jansen Outshoorn,has appellation for language,4
http://geovistory.org/resource/i85171,Jan de Jonge,has appellation for language,4
http://geovistory.org/resource/i91653,Judokus Stevens,has appellation for language,4
http://geovistory.org/resource/i85277,Jan Gessing,has appellation for language,4
http://geovistory.org/resource/i92156,Cornelis Aldeveld,has appellation for language,4
http://geovistory.org/resource/i92085,Jan Willem Bets,has appellation for language,4
http://geovistory.org/resource/i86112,Jan Terwe,has appellation for language,4
http://geovistory.org/resource/i90282,Andries Boudewijn,has appellation for language,4
http://geovistory.org/resource/i92070,Christian Pietersse,has appellation for language,4
http://geovistory.org/resource/i85374,Claes Weijerse Klink,has appellation for language,4
http://geovistory.org/resource/i85373,Barent Hendriksz,has appellation for language,4
http://geovistory.org/resource/i86110,Gerrit Huijbregse,has appellation for language,4
http://geovistory.org/resource/i90264,Jan Pietersz. Vis,has appellation for language,4
http://geovistory.org/resource/i85363,Adriaen van Asen delft,has appellation for language,4
http://geovistory.org/resource/i87660,Pieter Dorreman,has appellation for language,4
http://geovistory.org/resource/i86105,Claas Mourits,has appellation for language,4
http://geovistory.org/resource/i85147,Paulus de Kerkhoff,has appellation for language,4
http://geovistory.org/resource/i87731,Carel Paleijn,had as participant,4
http://geovistory.org/resource/i91497,Gerrit Everts Popken,has appellation for language,4
http://geovistory.org/resource/i85315,Hendrik van de Grip,has appellation for language,4
http://geovistory.org/resource/i87796,Gonjert Cornelissen,has appellation for language,4
http://geovistory.org/resource/i90109,Harmanus Hendriksz,has appellation for language,4
http://geovistory.org/resource/i90101,Lourens Houtepen,has appellation for language,4
http://geovistory.org/resource/i87845,Niclaas Lijzander,has appellation for language,4
http://geovistory.org/resource/i87865,Hendrik Boersen,has appellation for language,4
http://geovistory.org/resource/i87880,Daniel Leendertsz.,has appellation for language,4
http://geovistory.org/resource/i89740,Anthonij Marinusse,has appellation for language,4
http://geovistory.org/resource/i88313,Gerrit Winterrak,has appellation for language,4
http://geovistory.org/resource/i92254,Jan Alderts,has appellation for language,4
http://geovistory.org/resource/i86039,Lieven Cornelisse,has appellation for language,4
http://geovistory.org/resource/i92347,Carel Stoedegen,has appellation for language,4
http://geovistory.org/resource/i89445,Miggiel Weijsman,has appellation for language,4
http://geovistory.org/resource/i88639,Christiaan Lourensz,has appellation for language,4
http://geovistory.org/resource/i89421,Jan Simonsz Droogendijk,has appellation for language,4
http://geovistory.org/resource/i92357,Jan van Schaaijk,has appellation for language,4
http://geovistory.org/resource/i86041,Cornelis van Wijngaerde,has appellation for language,4
http://geovistory.org/resource/i84998,Jan Gijsbertse Palm,has appellation for language,4
http://geovistory.org/resource/i88703,Jan Bastiaansz Storm,has appellation for language,4
http://geovistory.org/resource/i88731,Jacobus Rijkenbosch,has appellation for language,4
http://geovistory.org/resource/i91635,Ezechiël Lombaert,has appellation for language,4
http://geovistory.org/resource/i89715,Jacob Hoogermoolen,has appellation for language,4
http://geovistory.org/resource/i84974,Jacob Janz,has appellation for language,4
http://geovistory.org/resource/i86010,Apollonius den Hollander,has appellation for language,4
http://geovistory.org/resource/i89335,Willem van Eck,has appellation for language,4
http://geovistory.org/resource/i85993,Jan Huijgbregtsen,has appellation for language,4
http://geovistory.org/resource/i88823,Josua de Wit,has appellation for language,4
http://geovistory.org/resource/i92400,Gabriel Haringh,had as participant,4
http://geovistory.org/resource/i84951,Cornelis Roelofze,has appellation for language,4
http://geovistory.org/resource/i89266,Pieter Robbertsz Leuwerk,has appellation for language,4
http://geovistory.org/resource/i85965,Cornelis Willebring,has appellation for language,4
http://geovistory.org/resource/i92334,Jacob Aarnoud,has appellation for language,4
http://geovistory.org/resource/i91538,Laurens Moersman,has appellation for language,4
http://geovistory.org/resource/i89503,Dirck Coenraadsz,has appellation for language,4
http://geovistory.org/resource/i88568,Pieter Swanendregt,has appellation for language,4
http://geovistory.org/resource/i90307,Jan Hecht,has appellation for language,4
http://geovistory.org/resource/i88329,Isaak Baro,has appellation for language,4
http://geovistory.org/resource/i85112,Jan Hazard,has appellation for language,4
http://geovistory.org/resource/i89667,Pieter Knuijstingh,has appellation for language,4
http://geovistory.org/resource/i85919,Matthijs van Laere,has appellation for language,4
http://geovistory.org/resource/i88438,Roelof Berleijn,has appellation for language,4
http://geovistory.org/resource/i85087,Jan Robbertse,has appellation for language,4
http://geovistory.org/resource/i88473,Jan Daniels,has appellation for language,4
http://geovistory.org/resource/i85075,Claes de Hart,has appellation for language,4
http://geovistory.org/resource/i89573,Jacob Claasen,has appellation for language,4
http://geovistory.org/resource/i88491,Reinier Konke,has appellation for language,4
http://geovistory.org/resource/i86054,Simon Muller,has appellation for language,4
http://geovistory.org/resource/i89544,Lambert Hendriksz,has appellation for language,4
http://geovistory.org/resource/i88521,Hermanus Kleijsen,has appellation for language,4
http://geovistory.org/resource/i88523,Jacobus van Koorenhuijse,has appellation for language,4
http://geovistory.org/resource/i88524,Michiel Florisz.,had as participant,4
http://geovistory.org/resource/i88525,Oliviers Sijmonsz,has appellation for language,4
http://geovistory.org/resource/i85048,Adriaen Mennes,has appellation for language,4
http://geovistory.org/resource/i89504,Dirk Jorissen de Jonge,has appellation for language,4
http://geovistory.org/resource/i90307,Jan Hecht,had as participant,4
http://geovistory.org/resource/i90326,Pieter Blommaert,has appellation for language,4
http://geovistory.org/resource/i86129,Jan Bogaert,has appellation for language,4
http://geovistory.org/resource/i86412,Jan Dircksz.,has appellation for language,4
http://geovistory.org/resource/i86657,Roelof Reijnholt,has appellation for language,4
http://geovistory.org/resource/i91045,Roeloff Valentijn,has appellation for language,4
http://geovistory.org/resource/i85707,Sacharias Jacobsz.,has appellation for language,4
http://geovistory.org/resource/i85812,Arij Simonsz.,has appellation for language,4
http://geovistory.org/resource/i86371,Evert Reijersz,has appellation for language,4
http://geovistory.org/resource/i86370,Pieter Jansz de Leeuw,has appellation for language,4
http://geovistory.org/resource/i86712,Jurriaen Paets,has appellation for language,4
http://geovistory.org/resource/i91312,Jan Gombaar,has appellation for language,4
http://geovistory.org/resource/i91327,Jacobus Barke,has appellation for language,4
http://geovistory.org/resource/i86306,Jan Bode,has appellation for language,4
http://geovistory.org/resource/i90950,Arie Izaksz van der Vegt,has appellation for language,4
http://geovistory.org/resource/i91848,Jan Pieterse de Greep,has appellation for language,4
http://geovistory.org/resource/i91695,Johannes Aalbregt Apke,has appellation for language,4
http://geovistory.org/resource/i86838,Jacob Sijmensz,has appellation for language,4
http://geovistory.org/resource/i86851,Barent Jacobsz,has appellation for language,4
http://geovistory.org/resource/i86853,Juriaan Juriaansz.,has appellation for language,4
http://geovistory.org/resource/i86859,Willem Jacob Sweer,has appellation for language,4
http://geovistory.org/resource/i91868,Jan Anthonij Akkermans,has appellation for language,4
http://geovistory.org/resource/i91387,Machiel Jansse,has appellation for language,4
http://geovistory.org/resource/i90850,Jan Theunissz,has appellation for language,4
http://geovistory.org/resource/i91878,Willem van Oort,has appellation for language,4
http://geovistory.org/resource/i91805,Engel Lazarinij,has appellation for language,4
http://geovistory.org/resource/i91801,Jan Siervelt,has appellation for language,4
http://geovistory.org/resource/i91796,Mighiel Caspers,has appellation for language,4
http://geovistory.org/resource/i91180,Antonij Steede,has appellation for language,4
http://geovistory.org/resource/i91252,Jacobus Ciero,has appellation for language,4
http://geovistory.org/resource/i86430,Hendrik de Reuver,has appellation for language,4
http://geovistory.org/resource/i86434,Rut Coenraatsen,has appellation for language,4
http://geovistory.org/resource/i86437,Pieter Ritchard,has appellation for language,4
http://geovistory.org/resource/i91219,Anthoni de Jonge,has appellation for language,4
http://geovistory.org/resource/i86463,Pieter Hoogenhuijse,has appellation for language,4
http://geovistory.org/resource/i91192,Jan Herman Deverse,has appellation for language,4
http://geovistory.org/resource/i91184,Hans Jacob Korner,has appellation for language,4
http://geovistory.org/resource/i91182,Barent Stamer,has appellation for language,4
http://geovistory.org/resource/i91766,Christiaan Adriaanse,has appellation for language,4
http://geovistory.org/resource/i86612,Daniel Fredericks,has appellation for language,4
http://geovistory.org/resource/i91272,Willem Beesem,has appellation for language,4
http://geovistory.org/resource/i85763,Rijnse Willemsz,has appellation for language,4
http://geovistory.org/resource/i86374,Anthonij van Wombergen,has appellation for language,4
http://geovistory.org/resource/i91134,Andries Ouwenhove,has appellation for language,4
http://geovistory.org/resource/i86562,Wouter Woutersz.,has appellation for language,4
http://geovistory.org/resource/i91124,Frans Bergereen,has appellation for language,4
http://geovistory.org/resource/i86565,Hendrik Robberts,has appellation for language,4
http://geovistory.org/resource/i86591,Dirck Jansen,has appellation for language,4
http://geovistory.org/resource/i91098,Gerrit Jansz.,has appellation for language,4
http://geovistory.org/resource/i91400,Jan Schuering,has appellation for language,4
http://geovistory.org/resource/i86927,Maarten Hendriksz,has appellation for language,4
http://geovistory.org/resource/i91886,Digenus van den Abeele,has appellation for language,4
http://geovistory.org/resource/i92003,Anthon Leertouwer,has appellation for language,4
http://geovistory.org/resource/i87277,Anthoni de Jong,has appellation for language,4
http://geovistory.org/resource/i87282,Hendrik Verplancke,has appellation for language,4
http://geovistory.org/resource/i87292,Anthonij van der Ende,has appellation for language,4
http://geovistory.org/resource/i85485,Evert Hendricksen,has appellation for language,4
http://geovistory.org/resource/i90517,Jan Maersman,has appellation for language,4
http://geovistory.org/resource/i91993,Samuel Willegaards,has appellation for language,4
http://geovistory.org/resource/i91994,Sijbrand Gerritse,has appellation for language,4
http://geovistory.org/resource/i90479,Jan Dirksz de Swart,has appellation for language,4
http://geovistory.org/resource/i90478,Hendrik Corvel,has appellation for language,4
http://geovistory.org/resource/i86162,Adrijaen Heijpe,has appellation for language,4
http://geovistory.org/resource/i90576,Jan Gerritsz Onkruijt,has appellation for language,4
http://geovistory.org/resource/i90439,Axel Brook,had as participant,4
http://geovistory.org/resource/i90434,Jacobus Volkersz van der Spil,has appellation for language,4
http://geovistory.org/resource/i90424,Jan Liebens,has appellation for language,4
http://geovistory.org/resource/i87438,Dirck Jans van Grieke,has appellation for language,4
http://geovistory.org/resource/i87442,Abraham Everaarts,has appellation for language,4
http://geovistory.org/resource/i85433,Jan Andries Visser,has appellation for language,4
http://geovistory.org/resource/i87520,Rijndert Schijve,has appellation for language,4
http://geovistory.org/resource/i92044,Jan Wittermont,has appellation for language,4
http://geovistory.org/resource/i87525,Josias Ruts,has appellation for language,4
http://geovistory.org/resource/i88878,Ulrig de Wolf,has appellation for language,4
http://geovistory.org/resource/i85516,Pieter Leendertse Quak,has appellation for language,4
http://geovistory.org/resource/i91888,Frans Barend Coevelt,has appellation for language,4
http://geovistory.org/resource/i87021,Warnaer Dirksen,has appellation for language,4
http://geovistory.org/resource/i85612,Coenraet van Deinsen,has appellation for language,4
http://geovistory.org/resource/i91895,Jan Alnoest,has appellation for language,4
http://geovistory.org/resource/i86969,Daniel Jansz.,has appellation for language,4
http://geovistory.org/resource/i86191,Pieter Leendertsz.,has appellation for language,4
http://geovistory.org/resource/i86995,Adriaan Elinck,has appellation for language,4
http://geovistory.org/resource/i91903,Jan van Limzeele,has appellation for language,4
http://geovistory.org/resource/i90774,Roelof Wijnberge,has appellation for language,4
http://geovistory.org/resource/i87008,Jacob Adriaensz,has appellation for language,4
http://geovistory.org/resource/i87012,Jan Jacobszen Proeffhamer,has appellation for language,4
http://geovistory.org/resource/i85583,Roelof Jacobsz,has appellation for language,4
http://geovistory.org/resource/i90599,Abraham Stevensen,has appellation for language,4
http://geovistory.org/resource/i87055,Dirk Nabot,has appellation for language,4
http://geovistory.org/resource/i90724,Pieter Willemse Malta,has appellation for language,4
http://geovistory.org/resource/i91922,Dirk Dirksen,has appellation for language,4
http://geovistory.org/resource/i85571,Hans Hanse,has appellation for language,4
http://geovistory.org/resource/i86174,Harman Tapmeijer,has appellation for language,4
http://geovistory.org/resource/i90713,Arnout van Rijn,has appellation for language,4
http://geovistory.org/resource/i87081,Jan Claasz.,has appellation for language,4
http://geovistory.org/resource/i85553,Marten Simonsz,has appellation for language,4
http://geovistory.org/resource/i91957,Josua de Wolff van ijperen,has appellation for language,4
http://geovistory.org/resource/i89261,Jan Verbleijck,has appellation for language,4
http://geovistory.org/resource/i84852,Arnoldus Cortrel,has appellation for language,4
http://geovistory.org/resource/i89051,Francois Penning,has appellation for language,4
http://geovistory.org/resource/i89017,Jan Struijck,has appellation for language,4
http://geovistory.org/resource/i89126,Claas Tack,has appellation for language,4
http://geovistory.org/resource/i88957,Roelof Sijps,has appellation for language,4
http://geovistory.org/resource/i84890,Jacob Jansz Cnoop,has appellation for language,4
http://geovistory.org/resource/i84898,Vincent Leenaarts,has appellation for language,4
http://geovistory.org/resource/i84918,Jacob de Haen,has appellation for language,4
http://geovistory.org/resource/i89208,Freedrik Uweijnts,has appellation for language,4
http://geovistory.org/resource/i89096,Gerrit van der Tollen,has appellation for language,4
http://geovistory.org/resource/i89047,Simon Bijlenberg,has appellation for language,3
http://geovistory.org/resource/i89737,Joost van den Abele,has appellation for language,3
http://geovistory.org/resource/i88287,Magnus Mangelberg,has appellation for language,3
http://geovistory.org/resource/i91227,Bernard Berriere,has appellation for language,3
http://geovistory.org/resource/i92456,Hendrik Stank,has appellation for language,3
http://geovistory.org/resource/i86453,Louerens Albertse,has appellation for language,3
http://geovistory.org/resource/i91226,Boudewijn van Grondel,has appellation for language,3
http://geovistory.org/resource/i88285,Matthijs Jansz van Rhijn,has appellation for language,3
http://geovistory.org/resource/i87592,Anthonij Aernouts,has appellation for language,3
http://geovistory.org/resource/i91212,Jan van der Flas,has appellation for language,3
http://geovistory.org/resource/i88262,Cornelis Surry,has appellation for language,3
http://geovistory.org/resource/i88284,Mees Maartensz.,has appellation for language,3
http://geovistory.org/resource/i86970,Cornelis Jacob,has appellation for language,3
http://geovistory.org/resource/i86450,Jan Engelen,has appellation for language,3
http://geovistory.org/resource/i85380,Dirk Visser,has appellation for language,3
http://geovistory.org/resource/i86443,Leendert Oole,had as participant,3
http://geovistory.org/resource/i84868,Jan Maljaert,has appellation for language,3
http://geovistory.org/resource/i91217,Hendrik Jan,has appellation for language,3
http://geovistory.org/resource/i88281,Jan Carelsz,has appellation for language,3
http://geovistory.org/resource/i88288,Nicolaas Anthonij,has appellation for language,3
http://geovistory.org/resource/i89744,Bartholomeus Blommaart,has appellation for language,3
http://geovistory.org/resource/i92252,Hans Siemons,has appellation for language,3
http://geovistory.org/resource/i88941,Hans Roeloffsz.,has appellation for language,3
http://geovistory.org/resource/i88278,Dirk Adriaansz. Krijgsman,has appellation for language,3
http://geovistory.org/resource/i91748,Jan Fiers,has appellation for language,3
http://geovistory.org/resource/i89742,Jan Slabber,has appellation for language,3
http://geovistory.org/resource/i90293,Willem Winsel,has appellation for language,3
http://geovistory.org/resource/i88275,Olivier van Oort,has appellation for language,3
http://geovistory.org/resource/i90799,Arij Abrahamsz,has appellation for language,3
http://geovistory.org/resource/i91968,Willem van Schelt,had as participant,3
http://geovistory.org/resource/i86432,Hendrik Mereveld,has appellation for language,3
http://geovistory.org/resource/i87605,Abraham van Deijnsen,has appellation for language,3
http://geovistory.org/resource/i89716,Sacharias de Haan,has appellation for language,3
http://geovistory.org/resource/i86985,Dirck Jansen Swart,has appellation for language,3
http://geovistory.org/resource/i87580,Gillis Roelandszen,has appellation for language,3
http://geovistory.org/resource/i91741,Leendert Bijnagt,has appellation for language,3
http://geovistory.org/resource/i91241,Jacob Wouter Gerrits,has appellation for language,3
http://geovistory.org/resource/i85390,Lourens Hageman,has appellation for language,3
http://geovistory.org/resource/i91243,Jacob Janse Bak,has appellation for language,3
http://geovistory.org/resource/i85133,Maximiliaan van Rooij,has appellation for language,3
http://geovistory.org/resource/i90783,Jan Hendrik Mons,has appellation for language,3
http://geovistory.org/resource/i88319,Jan Vergote,has appellation for language,3
http://geovistory.org/resource/i90310,Jan van der Straaten,has appellation for language,3
http://geovistory.org/resource/i85392,Tomas Mouris,has appellation for language,3
http://geovistory.org/resource/i87575,Hendrik Wessel,has appellation for language,3
http://geovistory.org/resource/i92457,Jan Jesperse,has appellation for language,3
http://geovistory.org/resource/i91251,Jan Jansz van der Linden,has appellation for language,3
http://geovistory.org/resource/i92260,Jan Laurens Keijzer,has appellation for language,3
http://geovistory.org/resource/i88307,David Gabrielsen,has appellation for language,3
http://geovistory.org/resource/i91237,Dignus Jansen Catsman,has appellation for language,3
http://geovistory.org/resource/i85603,Benjamijn van der Voort,has appellation for language,3
http://geovistory.org/resource/i88290,Roelof Jansz. van den Berg,has appellation for language,3
http://geovistory.org/resource/i86973,Claas Kerberg,has appellation for language,3
http://geovistory.org/resource/i87590,Lambert Clercks,has appellation for language,3
http://geovistory.org/resource/i85793,Jan Hendrik Vos,has appellation for language,3
http://geovistory.org/resource/i86429,Cornelis Kerkhoove,has appellation for language,3
http://geovistory.org/resource/i91897,Jan Janze de Wijndert,has appellation for language,3
http://geovistory.org/resource/i89727,Michiel Jacobsz,has appellation for language,3
http://geovistory.org/resource/i86984,Jacob Jansz Spiets,has appellation for language,3
http://geovistory.org/resource/i85140,Pieter Cnoop,has appellation for language,3
http://geovistory.org/resource/i89725,Nicodemus Kraemer,has appellation for language,3
http://geovistory.org/resource/i90301,Cornelis Berkmans,had as participant,3
http://geovistory.org/resource/i88299,Laurens Strumveld,has appellation for language,3
http://geovistory.org/resource/i87585,Hendrik Willemsz,has appellation for language,3
http://geovistory.org/resource/i87584,Abraham Schelstrate,has appellation for language,3
http://geovistory.org/resource/i90287,Reinier van der Lucht,has appellation for language,3
http://geovistory.org/resource/i85378,Isaac Roelofsz.,has appellation for language,3
http://geovistory.org/resource/i92068,Christiaan Martes,has appellation for language,3
http://geovistory.org/resource/i89793,Fredrik Jeekel,has appellation for language,3
http://geovistory.org/resource/i86499,Anthoni van der Pijl,has appellation for language,3
http://geovistory.org/resource/i90266,Jan Jandertsz Klijn,has appellation for language,3
http://geovistory.org/resource/i85771,Joos Cornelissen,has appellation for language,3
http://geovistory.org/resource/i91177,Adriaan Papegaaij,has appellation for language,3
http://geovistory.org/resource/i91178,Adriaan Cornaij,had as participant,3
http://geovistory.org/resource/i88212,Pieter Bonse,has appellation for language,3
http://geovistory.org/resource/i92074,Johannes Laake,has appellation for language,3
http://geovistory.org/resource/i91183,Ferdinandus van der Heele,has appellation for language,3
http://geovistory.org/resource/i86490,Steven van Batenburgh,has appellation for language,3
http://geovistory.org/resource/i85168,Cornelis Hermansen,has appellation for language,3
http://geovistory.org/resource/i85613,Cristiaan Krekel,has appellation for language,3
http://geovistory.org/resource/i89789,Cornelis Laurens,has appellation for language,3
http://geovistory.org/resource/i86488,Jan Woutersz.,has appellation for language,3
http://geovistory.org/resource/i92236,Martinus Balje,has appellation for language,3
http://geovistory.org/resource/i88204,Huijbert Huijbertsz,has appellation for language,3
http://geovistory.org/resource/i86500,Jannes Steijn,has appellation for language,3
http://geovistory.org/resource/i90822,Steven Andriesen,has appellation for language,3
http://geovistory.org/resource/i86501,Pieter de Brae,has appellation for language,3
http://geovistory.org/resource/i92231,Pieter Pietersse,has appellation for language,3
http://geovistory.org/resource/i88201,Cornelis Christiaansz.,has appellation for language,3
http://geovistory.org/resource/i89806,Pieter Gonede,has appellation for language,3
http://geovistory.org/resource/i85616,Dirk Marinisz.,has appellation for language,3
http://geovistory.org/resource/i88197,Andries Sweers,has appellation for language,3
http://geovistory.org/resource/i89809,Fredrik Bellemer,has appellation for language,3
http://geovistory.org/resource/i86506,Christiaen Marocco,has appellation for language,3
http://geovistory.org/resource/i86937,Luijtie Hendriksz.,has appellation for language,3
http://geovistory.org/resource/i87639,Huijbregt de Roij,has appellation for language,3
http://geovistory.org/resource/i85366,Jan Willemsen de Wijs,has appellation for language,3
http://geovistory.org/resource/i86510,Balthasar Frenking,has appellation for language,3
http://geovistory.org/resource/i86511,Matthijs Pinxternakel,has appellation for language,3
http://geovistory.org/resource/i85617,Pieter Ceijs,has appellation for language,3
http://geovistory.org/resource/i89788,Fransois Smallegange,has appellation for language,3
http://geovistory.org/resource/i90817,Lambert Jansz.,has appellation for language,3
http://geovistory.org/resource/i91209,Albert Melcherts Wagener,has appellation for language,3
http://geovistory.org/resource/i88245,Jan Wouters,has appellation for language,3
http://geovistory.org/resource/i85779,Willem Beerlingh,has appellation for language,3
http://geovistory.org/resource/i91756,Miggiel Veero,has appellation for language,3
http://geovistory.org/resource/i86952,Matthijs Ruger,has appellation for language,3
http://geovistory.org/resource/i86953,Pieter Engel Hogetuijn,has appellation for language,3
http://geovistory.org/resource/i88242,Willem Jansz. Beijers,has appellation for language,3
http://geovistory.org/resource/i86465,Claas Bruin,has appellation for language,3
http://geovistory.org/resource/i85376,Dirk Reijnoutsen van der Mol,has appellation for language,3
http://geovistory.org/resource/i88223,Hans Martensz,has appellation for language,3
http://geovistory.org/resource/i89767,Johannes van der Smits,has appellation for language,3
http://geovistory.org/resource/i91203,Elias van Zielegem,has appellation for language,3
http://geovistory.org/resource/i90281,Pieter Smits,has appellation for language,3
http://geovistory.org/resource/i88978,Cornelis Jansz.,has appellation for language,3
http://geovistory.org/resource/i89762,Bartholomeus van Daalen,has appellation for language,3
http://geovistory.org/resource/i89701,Coenraad Hoes,has appellation for language,3
http://geovistory.org/resource/i87616,Carel Grieff,has appellation for language,3
http://geovistory.org/resource/i86949,Jan Govaarts,has appellation for language,3
http://geovistory.org/resource/i92240,Willem Hendrik Castens,has appellation for language,3
http://geovistory.org/resource/i86476,Adriaen Verlij,has appellation for language,3
http://geovistory.org/resource/i86477,Rombout Deijnouts,has appellation for language,3
http://geovistory.org/resource/i89108,David van de Walle,had as participant,3
http://geovistory.org/resource/i87619,Judocus Gosen,has appellation for language,3
http://geovistory.org/resource/i88231,Isak Marling,has appellation for language,3
http://geovistory.org/resource/i90274,Samuel Barijel,has appellation for language,3
http://geovistory.org/resource/i87620,Michiel Reijnders,has appellation for language,3
http://geovistory.org/resource/i90273,Michiel Dams,has appellation for language,3
http://geovistory.org/resource/i92238,Jan Binke,has appellation for language,3
http://geovistory.org/resource/i88226,Jacob van den Bergh,has appellation for language,3
http://geovistory.org/resource/i90272,Jacobus Kooning,has appellation for language,3
http://geovistory.org/resource/i85165,Paulus van der Schilde,has appellation for language,3
http://geovistory.org/resource/i86948,Huijbregt Janssen,has appellation for language,3
http://geovistory.org/resource/i92073,Hendrik Janssen,has appellation for language,3
http://geovistory.org/resource/i89105,Jan Coenraad Lindenberg,has appellation for language,3
http://geovistory.org/resource/i87573,Machiel Anthonij de Haan,has appellation for language,3
http://geovistory.org/resource/i85803,Abraham de Buck,has appellation for language,3
http://geovistory.org/resource/i91315,Willem Gerdijn,has appellation for language,3
http://geovistory.org/resource/i87030,Jan Pietersz.,has appellation for language,3
http://geovistory.org/resource/i88416,Pieter Bank,has appellation for language,3
