s,sl,pl,0
http://geovistory.org/resource/i178921,Meijenburg,had carried out,21
http://geovistory.org/resource/i179754,Zutphen,had carried out,19
http://geovistory.org/resource/i179061,Oranje,had carried out,18
http://geovistory.org/resource/i178340,Enkhuizen,had carried out,18
http://geovistory.org/resource/i178558,Hof Van Zeeland,had carried out,17
http://geovistory.org/resource/i178884,Malakka,had carried out,17
http://geovistory.org/resource/i179107,Patmos,had carried out,17
http://geovistory.org/resource/i179455,Verenigde Provincien,had carried out,17
http://geovistory.org/resource/i179619,Westerdijkshorn,had carried out,17
http://geovistory.org/resource/i178525,Henriette Louise,had carried out,17
http://geovistory.org/resource/i179665,Olifant,had carried out,17
http://geovistory.org/resource/i179570,Walvis,had carried out,17
http://geovistory.org/resource/i178948,Mijnden,had carried out,17
http://geovistory.org/resource/i179700,Zeelandia,had carried out,17
http://geovistory.org/resource/i178046,Baarzande,had carried out,16
http://geovistory.org/resource/i178447,Grimmestein,had carried out,16
http://geovistory.org/resource/i178587,Hoop,had carried out,15
http://geovistory.org/resource/i179225,Rotterdam,had carried out,15
http://geovistory.org/resource/i178325,Elisabeth,had carried out,15
http://geovistory.org/resource/i178401,Generale Vrede,had carried out,15
http://geovistory.org/resource/i179155,Prinses Royaal,had carried out,15
http://geovistory.org/resource/i179728,Zoetelingskerke,had carried out,15
http://geovistory.org/resource/i178570,Hollandia,had carried out,15
http://geovistory.org/resource/i178812,Leeuwarden,had carried out,15
http://geovistory.org/resource/i178353,Everswaart,had carried out,15
http://geovistory.org/resource/i178878,Magdalena,had carried out,15
http://geovistory.org/resource/i179639,Wickenburg,had carried out,15
http://geovistory.org/resource/i178144,Breda,had carried out,15
http://geovistory.org/resource/i179051,Oostrust,had carried out,15
http://geovistory.org/resource/i178539,Hillegonda,had carried out,15
http://geovistory.org/resource/i178083,Berkenrode,had carried out,15
http://geovistory.org/resource/i179333,Spiering,had carried out,15
http://geovistory.org/resource/i179013,Nieuwvliet,had carried out,15
http://geovistory.org/resource/i178451,Groenswaart,had carried out,15
http://geovistory.org/resource/i177953,'t Loo,had carried out,15
http://geovistory.org/resource/i178057,Barneveld,had carried out,15
http://geovistory.org/resource/i178978,Nassau,had carried out,15
http://geovistory.org/resource/i178208,Cornelia,had carried out,15
http://geovistory.org/resource/i179146,Prattenburg,had carried out,15
http://geovistory.org/resource/i179798,Batavier,had carried out,14
http://geovistory.org/resource/i179627,Westfriesland,had carried out,14
http://geovistory.org/resource/i179022,Noordbeek,had carried out,13
http://geovistory.org/resource/i179017,Noord Nieuwland,had carried out,13
http://geovistory.org/resource/i178262,Donkervliet,had carried out,13
http://geovistory.org/resource/i178565,Hogersmilde,had carried out,13
http://geovistory.org/resource/i179521,Vredestein,had carried out,13
http://geovistory.org/resource/i178370,Gaasperdam,had carried out,13
http://geovistory.org/resource/i178375,Gansenhoef,had carried out,13
http://geovistory.org/resource/i178438,Gouverneur-Generaal,had carried out,13
http://geovistory.org/resource/i179342,Stad Leiden,had carried out,13
http://geovistory.org/resource/i177992,Amersfoort,had carried out,13
http://geovistory.org/resource/i179242,Salamander,had carried out,13
http://geovistory.org/resource/i179529,Vrijheid,had carried out,13
http://geovistory.org/resource/i178609,Huis De Vlotter,had carried out,13
http://geovistory.org/resource/i178267,Dordrecht,had carried out,13
http://geovistory.org/resource/i179526,Vrijburg,had carried out,13
http://geovistory.org/resource/i178762,Koning Karel De Derde,had carried out,13
http://geovistory.org/resource/i178626,Huis Te Loo,had carried out,13
http://geovistory.org/resource/i179599,Wassenaar,had carried out,13
http://geovistory.org/resource/i178366,Frederik Hendrik,had carried out,13
http://geovistory.org/resource/i179024,Noorderkwartier,had carried out,13
http://geovistory.org/resource/i178664,Immagonda,had carried out,13
http://geovistory.org/resource/i178077,Berbices,had carried out,13
http://geovistory.org/resource/i179347,Standvastigheid,had carried out,13
http://geovistory.org/resource/i179508,Vosmaar,had carried out,13
http://geovistory.org/resource/i178866,Lycochton,had carried out,13
http://geovistory.org/resource/i179235,Rust En Werk,had carried out,13
http://geovistory.org/resource/i178601,Horstendaal,had carried out,13
http://geovistory.org/resource/i178752,Knappenhof,had carried out,13
http://geovistory.org/resource/i179352,Steenhoven,had carried out,13
http://geovistory.org/resource/i179637,Wezel,had carried out,13
http://geovistory.org/resource/i179307,Sloten,had carried out,13
http://geovistory.org/resource/i179419,Unie,had carried out,13
http://geovistory.org/resource/i178220,Delfland,had carried out,13
http://geovistory.org/resource/i178185,Castricum,had carried out,13
http://geovistory.org/resource/i178545,Hoedekenskerke,had carried out,13
http://geovistory.org/resource/i178736,Ketel,had carried out,13
http://geovistory.org/resource/i179630,Westhoven,had carried out,13
http://geovistory.org/resource/i178236,Den Dam,had carried out,13
http://geovistory.org/resource/i178689,Jonge Lieve,had carried out,13
http://geovistory.org/resource/i178642,Huis Ten Donk,had carried out,13
http://geovistory.org/resource/i179188,Aurich,had carried out,13
http://geovistory.org/resource/i179044,Oosterstein,had carried out,13
http://geovistory.org/resource/i178643,Huis Ten Donk,had carried out,13
http://geovistory.org/resource/i179433,Valkenisse,had carried out,13
http://geovistory.org/resource/i179585,Hogersmilde,had carried out,13
http://geovistory.org/resource/i178138,Bovenkerker Polder,had carried out,12
http://geovistory.org/resource/i179522,Vreeburg,had carried out,12
http://geovistory.org/resource/i179028,Noordwaddinxveen,had carried out,12
http://geovistory.org/resource/i179070,Oud Haarlem,had carried out,12
http://geovistory.org/resource/i179326,Spanderswoud,had carried out,12
http://geovistory.org/resource/i179493,Voorburg,had carried out,12
http://geovistory.org/resource/i179528,Vrije Zee,had carried out,12
http://geovistory.org/resource/i179571,Wapen Van Alkmaar,had carried out,12
http://geovistory.org/resource/i178434,Goudriaan,had carried out,12
http://geovistory.org/resource/i178173,Burcht Van Leiden,had carried out,12
http://geovistory.org/resource/i178743,Klarabeek,had carried out,12
http://geovistory.org/resource/i178611,Huis Om,had carried out,12
http://geovistory.org/resource/i179647,Willem De Vijfde,had carried out,12
http://geovistory.org/resource/i178797,Lands Welvaren,had carried out,12
http://geovistory.org/resource/i179618,Westerbeek,had carried out,12
http://geovistory.org/resource/i178721,Buvegnies,had carried out,12
http://geovistory.org/resource/i178232,Den Berg,had carried out,12
http://geovistory.org/resource/i179485,Vlissingen,had carried out,11
http://geovistory.org/resource/i178528,Herstelde Leeuw,had carried out,11
http://geovistory.org/resource/i179425,Vaderland Getrouw,had carried out,11
http://geovistory.org/resource/i179190,Rijksdorp,had carried out,11
http://geovistory.org/resource/i179151,Prins Willem Hendrik,had carried out,11
http://geovistory.org/resource/i178758,Kommerrust,had carried out,11
http://geovistory.org/resource/i179080,Ouwerkerk,had carried out,11
http://geovistory.org/resource/i179358,Stralen,had carried out,11
http://geovistory.org/resource/i178404,Gerechtigheid,had carried out,11
http://geovistory.org/resource/i179743,Zuid-Beveland,had carried out,11
http://geovistory.org/resource/i178738,Kiefhoek,had carried out,11
http://geovistory.org/resource/i179489,Vogelstruis,had carried out,11
http://geovistory.org/resource/i178741,Kievitsheuvel,had carried out,11
http://geovistory.org/resource/i179057,Opperdoes,had carried out,11
http://geovistory.org/resource/i179380,Ter Horst,had carried out,11
http://geovistory.org/resource/i178108,Bleiswijk,had carried out,11
http://geovistory.org/resource/i178775,Krabbendijke,had carried out,11
http://geovistory.org/resource/i178030,Arnestijn,had carried out,11
http://geovistory.org/resource/i178005,Amsterdam,had carried out,11
http://geovistory.org/resource/i179100,Parel,had carried out,11
http://geovistory.org/resource/i178693,Jonge Samuel,had carried out,11
http://geovistory.org/resource/i178112,Blijdorp,had carried out,11
http://geovistory.org/resource/i179331,Spiegel,had carried out,11
http://geovistory.org/resource/i179402,Torenvliet,had carried out,11
http://geovistory.org/resource/i179644,Wildrijk,had carried out,11
http://geovistory.org/resource/i178716,Karsenhof,had carried out,11
http://geovistory.org/resource/i179683,Zandenburg,had carried out,11
http://geovistory.org/resource/i179088,Overschie,had carried out,11
http://geovistory.org/resource/i179094,Pallas,had carried out,11
http://geovistory.org/resource/i179363,Strijkebolle,had carried out,11
http://geovistory.org/resource/i179344,Stadwijk,had carried out,11
http://geovistory.org/resource/i178829,Lek,had carried out,11
http://geovistory.org/resource/i178523,Hendrik Maurits,had carried out,11
http://geovistory.org/resource/i179445,Velsen,had carried out,11
http://geovistory.org/resource/i179346,Standvastigheid,had carried out,11
http://geovistory.org/resource/i178733,Huis te Rensburg,had carried out,11
http://geovistory.org/resource/i179315,Snoek,had carried out,11
http://geovistory.org/resource/i178753,Kockengen,had carried out,11
http://geovistory.org/resource/i179633,Westkapelle,had carried out,11
http://geovistory.org/resource/i178943,Middelwoud,had carried out,11
http://geovistory.org/resource/i178158,Brouwer,had carried out,11
http://geovistory.org/resource/i178076,Bentveld,had carried out,11
http://geovistory.org/resource/i179254,Scheijbeek,had carried out,11
http://geovistory.org/resource/i177965,Admiraal De Ruyter,had carried out,11
http://geovistory.org/resource/i179204,Ritthem,had carried out,11
http://geovistory.org/resource/i179544,Vrouwe Kornelia Hillegonda,had carried out,11
http://geovistory.org/resource/i178937,Middelburg,had carried out,11
http://geovistory.org/resource/i179233,Ruiteveld,had carried out,11
http://geovistory.org/resource/i179268,Scholtenburg,had carried out,11
http://geovistory.org/resource/i177969,Adrichem,had carried out,11
http://geovistory.org/resource/i178276,Driebergen,had carried out,11
http://geovistory.org/resource/i177960,Abbekerk,had carried out,11
http://geovistory.org/resource/i179535,Vrouwe Elisabeth,had carried out,11
http://geovistory.org/resource/i179000,Nieuw Walcheren,had carried out,11
http://geovistory.org/resource/i179293,Sion,had carried out,11
http://geovistory.org/resource/i179296,Slot Aldegonde,had carried out,11
http://geovistory.org/resource/i178646,Huis Ter Duine,had carried out,11
http://geovistory.org/resource/i179726,Zilveren Leeuw,had carried out,11
http://geovistory.org/resource/i179250,Schagen,had carried out,11
http://geovistory.org/resource/i179284,Sijbekarspel,had carried out,11
http://geovistory.org/resource/i178032,Aschat,had carried out,11
http://geovistory.org/resource/i178081,Berkel,had carried out,11
http://geovistory.org/resource/i179748,Zuiderburg,had carried out,11
http://geovistory.org/resource/i178681,Johanna,had carried out,11
http://geovistory.org/resource/i178054,Barbestein,had carried out,11
http://geovistory.org/resource/i178574,Hollandse Tuin,had carried out,11
http://geovistory.org/resource/i178201,Wakkerheid,had carried out,11
http://geovistory.org/resource/i178072,Belois,had carried out,11
http://geovistory.org/resource/i178656,Ijsselmonde,had carried out,11
http://geovistory.org/resource/i178058,Bartha Petronella,had carried out,11
http://geovistory.org/resource/i178865,Luxemburg,had carried out,11
http://geovistory.org/resource/i179538,Vrouwe Geertruida,had carried out,11
http://geovistory.org/resource/i178550,Hof Niet Altijd Zomer,had carried out,11
http://geovistory.org/resource/i179612,Welgelegen,had carried out,10
http://geovistory.org/resource/i178795,Land Van Schouwen,had carried out,10
http://geovistory.org/resource/i178906,Meerlust,had carried out,10
http://geovistory.org/resource/i179550,Vrouwe Petronella Maria,had carried out,10
http://geovistory.org/resource/i178798,Landskroon,had carried out,10
http://geovistory.org/resource/i178384,Geertruid,had carried out,10
http://geovistory.org/resource/i179492,Voorberg,had carried out,10
http://geovistory.org/resource/i178244,Diemen,had carried out,10
http://geovistory.org/resource/i179230,Amerongen,had carried out,10
http://geovistory.org/resource/i178998,Nieuw Rhoon,had carried out,10
http://geovistory.org/resource/i178783,Krooswijk,had carried out,10
http://geovistory.org/resource/i179150,Prins Willem,had carried out,10
http://geovistory.org/resource/i179574,Wapen Van Amsterdam,had carried out,10
http://geovistory.org/resource/i179121,Phoenix,had carried out,10
http://geovistory.org/resource/i179396,Tidore,had carried out,10
http://geovistory.org/resource/i178006,Amsterdam,had carried out,10
http://geovistory.org/resource/i178052,Bantam,had carried out,10
http://geovistory.org/resource/i178209,Coxhoorn,had carried out,10
http://geovistory.org/resource/i179670,Woestduin,had carried out,10
http://geovistory.org/resource/i178621,Huis Te Hemert,had carried out,10
http://geovistory.org/resource/i179245,Samson,had carried out,10
http://geovistory.org/resource/i179259,Schellenberg,had carried out,10
http://geovistory.org/resource/i178616,Huis Te Bijweg,had carried out,10
http://geovistory.org/resource/i179039,Oostenburg,had carried out,10
http://geovistory.org/resource/i178560,Hofvliet,had carried out,10
http://geovistory.org/resource/i178095,Bevalligheid,had carried out,10
http://geovistory.org/resource/i179622,Westerveld,had carried out,10
http://geovistory.org/resource/i177976,Akerendam,had carried out,10
http://geovistory.org/resource/i178266,Dordrecht,had carried out,10
http://geovistory.org/resource/i179018,Noord-Beveland,had carried out,10
http://geovistory.org/resource/i179086,Overnes,had carried out,10
http://geovistory.org/resource/i178328,Elswoud,had carried out,10
http://geovistory.org/resource/i178680,Jerusalem,had carried out,10
http://geovistory.org/resource/i178290,Duinenburg,had carried out,10
http://geovistory.org/resource/i179534,Vrouwe Anthoinetta Koenrardina,had carried out,10
http://geovistory.org/resource/i178089,Dordrecht,had carried out,10
http://geovistory.org/resource/i178691,Jonge Prins,had carried out,10
http://geovistory.org/resource/i178628,Huis Te Marquette,had carried out,9
http://geovistory.org/resource/i178627,Huis Te Manpad,had carried out,9
http://geovistory.org/resource/i178726,Katwijk Aan Den Rijn,had carried out,9
http://geovistory.org/resource/i179672,Woitkensdorp,had carried out,9
http://geovistory.org/resource/i179183,Renswoude,had carried out,9
http://geovistory.org/resource/i178671,Jacoba,had carried out,9
http://geovistory.org/resource/i178485,Haften,had carried out,9
http://geovistory.org/resource/i179258,Schellag,had carried out,9
http://geovistory.org/resource/i178548,Hof D'Uno,had carried out,9
http://geovistory.org/resource/i178527,Hercules,had carried out,9
http://geovistory.org/resource/i178677,Java,had carried out,9
http://geovistory.org/resource/i178631,Huis Te Nieuwburg,had carried out,9
http://geovistory.org/resource/i178105,Bleijenburg,had carried out,9
http://geovistory.org/resource/i179189,Ridderschap Van Holland,had carried out,9
http://geovistory.org/resource/i178471,Haaksburg,had carried out,9
http://geovistory.org/resource/i179304,Slot Van Kapelle,had carried out,9
http://geovistory.org/resource/i179309,Sloterdijk,had carried out,9
http://geovistory.org/resource/i179710,Zeepaard,had carried out,9
http://geovistory.org/resource/i179180,Reigersdaal,had carried out,9
http://geovistory.org/resource/i179294,Sirjansland,had carried out,9
http://geovistory.org/resource/i178049,Banda,had carried out,9
http://geovistory.org/resource/i178634,Huis Te Rensburg,had carried out,9
http://geovistory.org/resource/i178724,Kattendijke,had carried out,9
http://geovistory.org/resource/i178723,Kattendijk,had carried out,9
http://geovistory.org/resource/i179281,Schuitwijk,had carried out,9
http://geovistory.org/resource/i179164,Purmerlust,had carried out,9
http://geovistory.org/resource/i178717,Karthago,had carried out,9
http://geovistory.org/resource/i178562,Hogenes,had carried out,9
http://geovistory.org/resource/i179677,Zaamslag,had carried out,9
http://geovistory.org/resource/i179277,Schoonzicht,had carried out,9
http://geovistory.org/resource/i179167,Raadhuis Van Enkhuizen,had carried out,9
http://geovistory.org/resource/i178098,Beverwijk,had carried out,9
http://geovistory.org/resource/i179227,Rotterdam,had carried out,9
http://geovistory.org/resource/i178640,Huis Te Zilverstein,had carried out,9
http://geovistory.org/resource/i179152,Prinseland,had carried out,9
http://geovistory.org/resource/i178092,Beukestijn,had carried out,9
http://geovistory.org/resource/i179332,Spierdijk,had carried out,9
http://geovistory.org/resource/i178637,Huis Te Spijk,had carried out,9
http://geovistory.org/resource/i178064,Beekvliet,had carried out,9
http://geovistory.org/resource/i179329,Sparenrijk,had carried out,9
http://geovistory.org/resource/i178518,Heinkenszand,had carried out,9
http://geovistory.org/resource/i178737,Keukenhof,had carried out,9
http://geovistory.org/resource/i178491,Handboog,had carried out,9
http://geovistory.org/resource/i178025,Arendsduin,had carried out,9
http://geovistory.org/resource/i178567,Holland,had carried out,9
http://geovistory.org/resource/i179157,Prinses Van Oranje,had carried out,9
http://geovistory.org/resource/i178789,Lage Polder,had carried out,9
http://geovistory.org/resource/i178469,Gustaaf Willem,had carried out,9
http://geovistory.org/resource/i178862,Luchtenburg,had carried out,9
http://geovistory.org/resource/i178307,Elswoud,had carried out,9
http://geovistory.org/resource/i179631,Westhoven,had carried out,9
http://geovistory.org/resource/i178311,Eenhoorn,had carried out,9
http://geovistory.org/resource/i178850,Loenderveen,had carried out,9
http://geovistory.org/resource/i178847,Linschoten,had carried out,9
http://geovistory.org/resource/i178841,Liefde,had carried out,9
http://geovistory.org/resource/i179064,Oranjezaal,had carried out,9
http://geovistory.org/resource/i178840,Liefde,had carried out,9
http://geovistory.org/resource/i179484,Vlissingen,had carried out,9
http://geovistory.org/resource/i178142,Brandenburg,had carried out,9
http://geovistory.org/resource/i178830,Lekkerland,had carried out,9
http://geovistory.org/resource/i179073,Oudenaarde,had carried out,9
http://geovistory.org/resource/i178336,Engewormer,had carried out,9
http://geovistory.org/resource/i179478,Vlietlust,had carried out,9
http://geovistory.org/resource/i178827,Leiduin,had carried out,9
http://geovistory.org/resource/i179078,Oudkarspel,had carried out,9
http://geovistory.org/resource/i179466,Vis,had carried out,9
http://geovistory.org/resource/i178822,Leiden,had carried out,9
http://geovistory.org/resource/i178821,Leiden,had carried out,9
http://geovistory.org/resource/i179081,Ouwerkerk,had carried out,9
http://geovistory.org/resource/i178134,Bot,had carried out,9
http://geovistory.org/resource/i179046,Oosthuizen,had carried out,9
http://geovistory.org/resource/i179507,Vosmaar,had carried out,9
http://geovistory.org/resource/i178132,Bosschenhove,had carried out,9
http://geovistory.org/resource/i179629,Westfriesland,had carried out,9
http://geovistory.org/resource/i179595,Wapen Van Zierikzee,had carried out,9
http://geovistory.org/resource/i178211,D'Uno,had carried out,9
http://geovistory.org/resource/i179579,Wapen Van Goes,had carried out,9
http://geovistory.org/resource/i177950,'s-Gravenzande,had carried out,9
http://geovistory.org/resource/i178221,Delfshaven,had carried out,9
http://geovistory.org/resource/i178990,Neptunus,had carried out,9
http://geovistory.org/resource/i178928,Mercuur,had carried out,9
http://geovistory.org/resource/i179567,Walcheren,had carried out,9
http://geovistory.org/resource/i178229,Delft,had carried out,9
http://geovistory.org/resource/i178995,Nigtevecht,had carried out,9
http://geovistory.org/resource/i179565,Walcheren,had carried out,9
http://geovistory.org/resource/i178997,Nieuw Nieuwerkerk,had carried out,9
http://geovistory.org/resource/i179010,Nieuwstad,had carried out,9
http://geovistory.org/resource/i178904,Meerhuizen,had carried out,9
http://geovistory.org/resource/i178259,Domburg,had carried out,9
http://geovistory.org/resource/i178900,Mauritius,had carried out,9
http://geovistory.org/resource/i178263,Doornik,had carried out,9
http://geovistory.org/resource/i179527,Vrijburg,had carried out,9
http://geovistory.org/resource/i179523,Vreeland,had carried out,9
http://geovistory.org/resource/i178286,Duifje,had carried out,9
http://geovistory.org/resource/i179511,Vrede,had carried out,9
http://geovistory.org/resource/i178818,Leeuwin,had carried out,9
http://geovistory.org/resource/i179501,Voorschoten,had carried out,9
http://geovistory.org/resource/i178120,Boekenrode,had carried out,9
http://geovistory.org/resource/i178803,Langewijk,had carried out,9
http://geovistory.org/resource/i178805,Langewijk,had carried out,9
http://geovistory.org/resource/i179093,Pallas,had carried out,9
http://geovistory.org/resource/i179118,Petronella Alida,had carried out,9
http://geovistory.org/resource/i178769,Kortgene,had carried out,9
http://geovistory.org/resource/i179099,Papenburg,had carried out,9
http://geovistory.org/resource/i178433,Goudestein,had carried out,9
http://geovistory.org/resource/i179392,Theeboom,had carried out,9
http://geovistory.org/resource/i178780,Kronenburg,had carried out,9
http://geovistory.org/resource/i178402,Gent,had carried out,9
http://geovistory.org/resource/i179387,Ternate,had carried out,9
http://geovistory.org/resource/i179400,Tolsduin,had carried out,9
http://geovistory.org/resource/i178406,Getrouwigheid,had carried out,9
http://geovistory.org/resource/i178129,Borssele,had carried out,9
http://geovistory.org/resource/i178420,Goidschalxoord,had carried out,9
http://geovistory.org/resource/i179085,Overnes,had carried out,9
http://geovistory.org/resource/i177997,Amstelveen,had carried out,9
http://geovistory.org/resource/i178130,Borssele,had carried out,9
http://geovistory.org/resource/i179007,Nieuwland,had carried out,8
http://geovistory.org/resource/i178040,Azië,had carried out,8
http://geovistory.org/resource/i178041,Azië,had carried out,8
http://geovistory.org/resource/i179614,Weltevreden,had carried out,8
http://geovistory.org/resource/i177971,Afrika,had carried out,8
http://geovistory.org/resource/i179149,Prins Willem,had carried out,8
http://geovistory.org/resource/i179043,Oosterland,had carried out,8
http://geovistory.org/resource/i179198,Rijssel,had carried out,8
http://geovistory.org/resource/i179006,Nieuwland,had carried out,8
http://geovistory.org/resource/i178888,Maria Adriana,had carried out,8
http://geovistory.org/resource/i178247,Diemermeer,had carried out,8
http://geovistory.org/resource/i178245,Diemen,had carried out,8
http://geovistory.org/resource/i178197,China,had carried out,8
http://geovistory.org/resource/i179136,Popkensburg,had carried out,8
http://geovistory.org/resource/i177946,'s Lands Welvaren,had carried out,8
http://geovistory.org/resource/i179799,Herstelder,had carried out,8
http://geovistory.org/resource/i178450,Groenendaal,had carried out,8
http://geovistory.org/resource/i178214,Damzicht,had carried out,8
http://geovistory.org/resource/i178938,Middelburg,had carried out,8
http://geovistory.org/resource/i178472,Haamstede,had carried out,8
http://geovistory.org/resource/i179265,Schieland,had carried out,8
http://geovistory.org/resource/i178926,Mentor,had carried out,8
http://geovistory.org/resource/i178588,Hoop,had carried out,8
http://geovistory.org/resource/i178478,Haarlem,had carried out,8
http://geovistory.org/resource/i178639,Huis Te Velsen,had carried out,8
http://geovistory.org/resource/i179302,Slot Van Honingen,had carried out,8
http://geovistory.org/resource/i179556,Waalstroom,had carried out,8
http://geovistory.org/resource/i179557,Waarde,had carried out,8
http://geovistory.org/resource/i178575,Honkoop,had carried out,8
http://geovistory.org/resource/i179168,Raadhuis Van Middelburg,had carried out,8
http://geovistory.org/resource/i179169,Raadhuis Van Vlissingen,had carried out,8
http://geovistory.org/resource/i178720,Kasteel Van Tilburg,had carried out,8
http://geovistory.org/resource/i179495,Voorduin,had carried out,8
http://geovistory.org/resource/i179192,Rijnestein,had carried out,8
http://geovistory.org/resource/i179179,Reigersbroek,had carried out,8
http://geovistory.org/resource/i179062,Oranjeboom,had carried out,8
http://geovistory.org/resource/i179504,Voorzichtigheid,had carried out,7
http://geovistory.org/resource/i179343,Stadhuis Van Delft,had carried out,7
http://geovistory.org/resource/i178111,Blijdorp,had carried out,7
http://geovistory.org/resource/i179367,Susanna,had carried out,7
http://geovistory.org/resource/i178598,Hopvogel,had carried out,7
http://geovistory.org/resource/i179328,Sparendam,had carried out,7
http://geovistory.org/resource/i179270,Schonauwen,had carried out,7
http://geovistory.org/resource/i178373,Gamron,had carried out,7
http://geovistory.org/resource/i179398,Tijger,had carried out,7
http://geovistory.org/resource/i178226,Delft,had carried out,7
http://geovistory.org/resource/i179642,Wijnendaal,had carried out,7
http://geovistory.org/resource/i179325,Spanbroek,had carried out,7
http://geovistory.org/resource/i178480,Haarlem,had carried out,7
http://geovistory.org/resource/i178234,Den Briel,had carried out,7
http://geovistory.org/resource/i178374,Ganges,had carried out,7
http://geovistory.org/resource/i178228,Delft,had carried out,7
http://geovistory.org/resource/i178356,Faam,had carried out,7
http://geovistory.org/resource/i178223,Delfshaven,had carried out,7
http://geovistory.org/resource/i178188,Cats,had carried out,7
http://geovistory.org/resource/i178363,Fortuin,had carried out,7
http://geovistory.org/resource/i179588,Wapen Van Rotterdam,had carried out,7
http://geovistory.org/resource/i178613,Huis Te Assenburg,had carried out,7
http://geovistory.org/resource/i178190,Ceres,had carried out,7
http://geovistory.org/resource/i179584,Wapen Van Hoorn,had carried out,7
http://geovistory.org/resource/i178612,Huis Overrijp,had carried out,7
http://geovistory.org/resource/i179383,Ter Tholen,had carried out,7
http://geovistory.org/resource/i178372,Galiasse,had carried out,7
http://geovistory.org/resource/i178066,Beemster,had carried out,7
http://geovistory.org/resource/i178131,Bosbeek,had carried out,7
http://geovistory.org/resource/i178136,Botland,had carried out,7
http://geovistory.org/resource/i179601,Wassende Maan,had carried out,7
http://geovistory.org/resource/i179577,Wapen Van Delft,had carried out,7
http://geovistory.org/resource/i178218,De Drie Papegaaien,had carried out,7
http://geovistory.org/resource/i178608,Huigenwaard,had carried out,7
http://geovistory.org/resource/i178090,Bethlehem,had carried out,7
http://geovistory.org/resource/i178499,Haringtuin,had carried out,7
http://geovistory.org/resource/i179555,Waakzaamheid,had carried out,7
http://geovistory.org/resource/i178331,Emmenes,had carried out,7
http://geovistory.org/resource/i179375,Tempel,had carried out,7
http://geovistory.org/resource/i178503,Hartenlust,had carried out,7
http://geovistory.org/resource/i178561,Hofwegen,had carried out,7
http://geovistory.org/resource/i178275,Drie Kronen,had carried out,7
http://geovistory.org/resource/i179661,Witte Beer,had carried out,7
http://geovistory.org/resource/i179295,Sleewijk,had carried out,7
http://geovistory.org/resource/i178082,Berkenrode,had carried out,7
http://geovistory.org/resource/i178160,Brug,had carried out,7
http://geovistory.org/resource/i179406,Triton,had carried out,7
http://geovistory.org/resource/i178269,Draak,had carried out,7
http://geovistory.org/resource/i178289,Huis te Rensburg,had carried out,7
http://geovistory.org/resource/i178557,Hof Van Ilpendam,had carried out,7
http://geovistory.org/resource/i179503,Voorzichtigheid,had carried out,7
http://geovistory.org/resource/i178551,Hof Ter Linden,had carried out,7
http://geovistory.org/resource/i178409,Giessenburg,had carried out,7
http://geovistory.org/resource/i178306,Eendracht,had carried out,7
http://geovistory.org/resource/i179415,Tulpenburg,had carried out,7
http://geovistory.org/resource/i178271,Drechterland,had carried out,7
http://geovistory.org/resource/i178073,Belvliet,had carried out,7
http://geovistory.org/resource/i178617,Huis Te Boede,had carried out,7
http://geovistory.org/resource/i178248,Dishoek,had carried out,7
http://geovistory.org/resource/i178096,Beverwaart,had carried out,7
http://geovistory.org/resource/i179273,Schoonderloo,had carried out,7
http://geovistory.org/resource/i179275,Schoondijk,had carried out,7
http://geovistory.org/resource/i179442,Veldhoen,had carried out,7
http://geovistory.org/resource/i178529,Herstelder,had carried out,7
http://geovistory.org/resource/i178581,Hoolwerf,had carried out,7
http://geovistory.org/resource/i179278,Schoteroog,had carried out,7
http://geovistory.org/resource/i178530,Herstelling,had carried out,7
http://geovistory.org/resource/i178430,Gouden Leeuw,had carried out,7
http://geovistory.org/resource/i178576,Honselaarsdijk,had carried out,7
http://geovistory.org/resource/i179357,Sticht Van Utrecht,had carried out,7
http://geovistory.org/resource/i179549,Vrouwe Petronella,had carried out,7
http://geovistory.org/resource/i178393,Gekroonde Vrede,had carried out,7
http://geovistory.org/resource/i179615,Wendela,had carried out,7
http://geovistory.org/resource/i179497,Voorland,had carried out,7
http://geovistory.org/resource/i178313,Eensgezindheid,had carried out,7
http://geovistory.org/resource/i178367,Juffrouw Johanna,had carried out,7
http://geovistory.org/resource/i177945,'s Heer Arendskerke,had carried out,7
http://geovistory.org/resource/i179050,Oostkapelle,had carried out,7
http://geovistory.org/resource/i178644,Huis Ter Boede,had carried out,7
http://geovistory.org/resource/i178844,Limburg,had carried out,7
http://geovistory.org/resource/i179112,Pauw,had carried out,7
http://geovistory.org/resource/i177991,Amerongen,had carried out,7
http://geovistory.org/resource/i179035,Oegstgeest,had carried out,7
http://geovistory.org/resource/i178931,Merestein,had carried out,7
http://geovistory.org/resource/i179187,Ridderkerk,had carried out,7
http://geovistory.org/resource/i178930,Merenberg,had carried out,7
http://geovistory.org/resource/i178806,Lapienenburg,had carried out,7
http://geovistory.org/resource/i179125,Pijlswaart,had carried out,7
http://geovistory.org/resource/i178792,Lam,had carried out,7
http://geovistory.org/resource/i178767,Korssloot,had carried out,7
http://geovistory.org/resource/i178802,Langerode,had carried out,7
http://geovistory.org/resource/i178695,Jonge Willem,had carried out,7
http://geovistory.org/resource/i178678,Java,had carried out,7
http://geovistory.org/resource/i178645,Huis Ter Duine,had carried out,7
http://geovistory.org/resource/i178685,Jonge Hellingman,had carried out,7
